Judul; Anggaran Pendapatan Belanja Daerah;;
Daerah; Kota Yogyakarta;;
Tahun;;;
Kode Organisasi;1.06.01;;
Nama Organisasi;Badan Perencanaan Pembangunan Daerah;;
Kolom;4;;
KODE REKENING ;URAIAN ;ANGGARAN ;PENJELASAN
1.06.1.06.01.064.05.5.2.2.06.02;Belanja Penggandaan;5760000;Belanja Penggandaan 5.760.000
1.06.1.06.01.064.05.5.2.2.11;Belanja Makanan Dan Minuman;11025000;
1.06.1.06.01.064.05.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;11025000;Belanja Makanan Dan Minuman Rapat 11.025.000
1.06.1.06.01.064.05.5.2.2.21;Belanja Jasa Konsultansi;270000000;
1.06.1.06.01.064.05.5.2.2.21.05;Belanja Jasa Konsultansi Kajian;270000000;Belanja Jasa Konsultansi Kajian 270.000.000
1.06.1.06.01.064.06;Penelitian dan Pengembangan Sarana dan Prasarana;55742500;
1.06.1.06.01.064.06.5.2.1;BELANJA PEGAWAI;1650000;
1.06.1.06.01.064.06.5.2.1.01;Honorarium PNS;1650000;
1.06.1.06.01.064.06.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;1350000;Honorarium Panitia Pelaksana Kegiatan 1.350.000
1.06.1.06.01.064.06.5.2.1.01.02;Honorarium Tim Pengadaan Barang/Jasa;300000;Honorarium Tim Pengadaan Barang/Jasa 300.000
1.06.1.06.01.064.06.5.2.2;BELANJA BARANG DAN JASA;54092500;
1.06.1.06.01.064.06.5.2.2.06;Belanja Cetak Dan Penggandaan;2047500;
1.06.1.06.01.064.06.5.2.2.06.02;Belanja Penggandaan;2047500;Belanja Penggandaan 2.047.500
1.06.1.06.01.064.06.5.2.2.11;Belanja Makanan Dan Minuman;3045000;
1.06.1.06.01.064.06.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;3045000;Belanja Makanan Dan Minuman Rapat 3.045.000
1.06.1.06.01.064.06.5.2.2.21;Belanja Jasa Konsultansi;49000000;
1.06.1.06.01.064.06.5.2.2.21.01;Belanja Jasa Konsultansi Penelitian;49000000;Belanja Jasa Konsultansi Penelitian 49.000.000
1.06.1.06.01.065.00;Program Pengendalian dan Evaluasi Pembangunan;989096000;
1.06.1.06.01.065.01;Pengendalian dan Evaluasi Program Pembangunan;264812000;
1.06.1.06.01.065.01.5.2.1;BELANJA PEGAWAI;111045000;
1.06.1.06.01.065.01.5.2.1.01;Honorarium PNS;111045000;
1.06.1.06.01.065.01.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;110520000;Honorarium Panitia Pelaksana Kegiatan 110.520.000
1.06.1.06.01.065.01.5.2.1.01.02;Honorarium Tim Pengadaan Barang/Jasa;525000;Honorarium Tim Pengadaan Barang/Jasa 525.000
1.06.1.06.01.065.01.5.2.2;BELANJA BARANG DAN JASA;153767000;
1.06.1.06.01.065.01.5.2.2.03;Belanja Jasa Kantor;33600000;
1.06.1.06.01.065.01.5.2.2.03.11;Belanja Dekorasi, Dokumentasi, Publikasi;600000;Belanja Dekorasi, Dokumentasi, Publikasi 600.000
1.06.1.06.01.065.01.5.2.2.03.26;Belanja Jasa Penyedia /Tenaga Teknis;33000000;Belanja Jasa Penyedia /Tenaga Teknis 33.000.000
1.06.1.06.01.065.01.5.2.2.06;Belanja Cetak Dan Penggandaan;38932000;
1.06.1.06.01.065.01.5.2.2.06.02;Belanja Penggandaan;38932000;Belanja Penggandaan 38.932.000
1.06.1.06.01.065.01.5.2.2.11;Belanja Makanan Dan Minuman;32235000;
1.06.1.06.01.065.01.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;32235000;Belanja Makanan Dan Minuman Rapat 32.235.000
1.06.1.06.01.065.01.5.2.2.21;Belanja Jasa Konsultansi;49000000;
1.06.1.06.01.065.01.5.2.2.21.01;Belanja Jasa Konsultansi Penelitian;49000000;Belanja Jasa Konsultansi Penelitian 49.000.000
1.06.1.06.01.065.03;Koordinasi Pengendalian Strategis;40425000;
1.06.1.06.01.065.03.5.2.1;BELANJA PEGAWAI;27225000;
1.06.1.06.01.065.03.5.2.1.01;Honorarium PNS;27225000;
1.06.1.06.01.065.03.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;27225000;Honorarium Panitia Pelaksana Kegiatan 27.225.000
1.06.1.06.01.065.03.5.2.2;BELANJA BARANG DAN JASA;13200000;
1.06.1.06.01.065.03.5.2.2.03;Belanja Jasa Kantor;600000;
"1.06.1.06.01.065.03.5.2.2.03.11 Publikasi 600.000""";Belanja Dekorasi Dokumentasi Publikasi;600000;Belanja Dekorasi, Dokumentasi,
1.06.1.06.01.065.03.5.2.2.06;Belanja Cetak Dan Penggandaan;2100000;
1.06.1.06.01.065.03.5.2.2.06.02;Belanja Penggandaan;2100000;Belanja Penggandaan 2.100.000
1.06.1.06.01.065.03.5.2.2.11;Belanja Makanan Dan Minuman;10500000;
1.06.1.06.01.065.03.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;10500000;Belanja Makanan Dan Minuman Rapat 10.500.000
1.06.1.06.01.065.04;Pengendalian dan Evaluasi Sarana dan Prasarana dan Tata Ruang;683859000;
1.06.1.06.01.065.04.5.2.1;BELANJA PEGAWAI;166800000;
1.06.1.06.01.065.04.5.2.1.01;Honorarium PNS;166800000;
1.06.1.06.01.065.04.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;166275000;Honorarium Panitia Pelaksana Kegiatan 166.275.000
1.06.1.06.01.065.04.5.2.1.01.02;Honorarium Tim Pengadaan Barang/Jasa;525000;Honorarium Tim Pengadaan Barang/Jasa 525.000
1.06.1.06.01.065.04.5.2.2;BELANJA BARANG DAN JASA;517059000;
1.06.1.06.01.065.04.5.2.2.03;Belanja Jasa Kantor;61100000;
1.06.1.06.01.065.04.5.2.2.03.11;Belanja Dekorasi, Dokumentasi, Publikasi;600000;Belanja Dekorasi, Dokumentasi, Publikasi 600.000
1.06.1.06.01.065.04.5.2.2.03.26;Belanja Jasa Penyedia /Tenaga Teknis;60500000;Belanja Jasa Penyedia /Tenaga Teknis 60.500.000
1.06.1.06.01.065.04.5.2.2.06;Belanja Cetak Dan Penggandaan;71049000;
1.06.1.06.01.065.04.5.2.2.06.01;Belanja Cetak;22275000;Belanja Cetak 22.275.000
1.06.1.06.01.065.04.5.2.2.06.02;Belanja Penggandaan;48774000;Belanja Penggandaan 48.774.000
1.06.1.06.01.065.04.5.2.2.11;Belanja Makanan Dan Minuman;35910000;
1.06.1.06.01.065.04.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;35910000;Belanja Makanan Dan Minuman Rapat 35.910.000
1.06.1.06.01.065.04.5.2.2.21;Belanja Jasa Konsultansi;349000000;
1.06.1.06.01.065.04.5.2.2.21.01;Belanja Jasa Konsultansi Penelitian;49000000;Belanja Jasa Konsultansi Penelitian 49.000.000
1.06.1.06.01.065.04.5.2.2.21.05;Belanja Jasa Konsultansi Kajian;300000000;Belanja Jasa Konsultansi Kajian 300.000.000
1.06.1.06.01.066.00;Program Penanggulangan Kemiskinan;854944800;
1.06.1.06.01.066.01;Koordinasi Penanggulangan Kemiskinan;854944800;
1.06.1.06.01.066.01.5.2.1;BELANJA PEGAWAI;226255000;
1.06.1.06.01.066.01.5.2.1.01;Honorarium PNS;226255000;
1.06.1.06.01.066.01.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;226255000;Honorarium Panitia Pelaksana Kegiatan 226.255.000
1.06.1.06.01.066.01.5.2.2;BELANJA BARANG DAN JASA;628689800;
1.06.1.06.01.066.01.5.2.2.01;Belanja Bahan Pakai Habis ;46375000;
1.06.1.06.01.066.01.5.2.2.01.01;Belanja  Alat Tulis Kantor;46375000;Belanja  Alat Tulis Kantor 46.375.000
1.06.1.06.01.066.01.5.2.2.03;Belanja Jasa Kantor;33000000;
1.06.1.06.01.066.01.5.2.2.03.26;Belanja Jasa Penyedia /Tenaga Teknis;33000000;Belanja Jasa Penyedia /Tenaga Teknis 33.000.000
1.06.1.06.01.066.01.5.2.2.06;Belanja Cetak Dan Penggandaan;23089800;
1.06.1.06.01.066.01.5.2.2.06.02;Belanja Penggandaan;23089800;Belanja Penggandaan 23.089.800
1.06.1.06.01.066.01.5.2.2.11;Belanja Makanan Dan Minuman;360050000;
1.06.1.06.01.066.01.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;360050000;Belanja Makanan Dan Minuman Rapat 360.050.000
1.06.1.06.01.066.01.5.2.2.15;Belanja Perjalanan Dinas;67425000;
1.06.1.06.01.066.01.5.2.2.15.01;Belanja Perjalanan Dinas Dalam Daerah;65625000;Belanja Perjalanan Dinas Dalam Daerah 65.625.000
1.06.1.06.01.066.01.5.2.2.15.02;Belanja Perjalanan Dinas Luar Daerah;1800000;Belanja Perjalanan Dinas Luar Daerah 1.800.000
1.06.1.06.01.066.01.5.2.2.33;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;98750000;
1.06.1.06.01.066.01.5.2.2.33.01;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;98750000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 98.750.000
1.06.1.06.01.185.00;Program Penataan Kawasan Sungai;160067500;
1.06.1.06.01.185.01;Koordinasi dan Penataan Kawasan Sungai;160067500;
1.06.1.06.01.185.01.5.2.1;BELANJA PEGAWAI;40665000;
1.06.1.06.01.185.01.5.2.1.01;Honorarium PNS;40665000;
1.06.1.06.01.185.01.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;40140000;Honorarium Panitia Pelaksana Kegiatan 40.140.000
1.06.1.06.01.185.01.5.2.1.01.02;Honorarium Tim Pengadaan Barang/Jasa;525000;Honorarium Tim Pengadaan Barang/Jasa 525.000
1.06.1.06.01.185.01.5.2.2;BELANJA BARANG DAN JASA;119402500;
1.06.1.06.01.185.01.5.2.2.03;Belanja Jasa Kantor;16500000;
1.06.1.06.01.185.01.5.2.2.03.26;Belanja Jasa Penyedia /Tenaga Teknis;16500000;Belanja Jasa Penyedia /Tenaga Teknis 16.500.000
1.06.1.06.01.185.01.5.2.2.06;Belanja Cetak Dan Penggandaan;9052500;
1.06.1.06.01.185.01.5.2.2.06.02;Belanja Penggandaan;9052500;Belanja Penggandaan 9.052.500
1.06.1.06.01.185.01.5.2.2.11;Belanja Makanan Dan Minuman;33400000;
1.06.1.06.01.185.01.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;33400000;Belanja Makanan Dan Minuman Rapat 33.400.000
1.06.1.06.01.185.01.5.2.2.15;Belanja Perjalanan Dinas;1350000;
1.06.1.06.01.185.01.5.2.2.15.01;Belanja Perjalanan Dinas Dalam Daerah;1350000;Belanja Perjalanan Dinas Dalam Daerah 1.350.000
1.06.1.06.01.185.01.5.2.2.21;Belanja Jasa Konsultansi;49750000;
1.06.1.06.01.185.01.5.2.2.21.01;Belanja Jasa Konsultansi Penelitian;49750000;Belanja Jasa Konsultansi Penelitian 49.750.000
1.06.1.06.01.185.01.5.2.2.33;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;9350000;
1.06.1.06.01.185.01.5.2.2.33.01;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;9350000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 9.350.000
1.23.1.06.01.184.00;Program Pengembangan Data/Informasi;1275713850;
1.23.1.06.01.184.01;Pengembangan Pusat Data Perencanaan Pembangunan;400406000;
1.23.1.06.01.184.01.5.2.1;BELANJA PEGAWAI;149700000;
1.23.1.06.01.184.01.5.2.1.01;Honorarium PNS;149700000;
1.23.1.06.01.184.01.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;149700000;Honorarium Panitia Pelaksana Kegiatan 149.700.000
1.23.1.06.01.184.01.5.2.2;BELANJA BARANG DAN JASA;250706000;
1.23.1.06.01.184.01.5.2.2.03;Belanja Jasa Kantor;16500000;
1.23.1.06.01.184.01.5.2.2.03.26;Belanja Jasa Penyedia /Tenaga Teknis;16500000;Belanja Jasa Penyedia /Tenaga Teknis 16.500.000
1.23.1.06.01.184.01.5.2.2.06;Belanja Cetak Dan Penggandaan;19986000;
1.23.1.06.01.184.01.5.2.2.06.02;Belanja Penggandaan;19986000;Belanja Penggandaan 19.986.000
1.23.1.06.01.184.01.5.2.2.11;Belanja Makanan Dan Minuman;24220000;
1.23.1.06.01.184.01.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;24220000;Belanja Makanan Dan Minuman Rapat 24.220.000
1.23.1.06.01.184.01.5.2.2.21;Belanja Jasa Konsultansi;190000000;
1.23.1.06.01.184.01.5.2.2.21.05;Belanja Jasa Konsultansi Kajian;190000000;Belanja Jasa Konsultansi Kajian 190.000.000
1.23.1.06.01.184.02;Pengelolaan dan Informasi Data Statistik;323927100;
1.23.1.06.01.184.02.5.2.1;BELANJA PEGAWAI;246985000;
1.23.1.06.01.184.02.5.2.1.01;Honorarium PNS;45795000;
1.23.1.06.01.184.02.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;45795000;Honorarium Panitia Pelaksana Kegiatan 45.795.000
1.23.1.06.01.184.02.5.2.1.02;Honorarium Non PNS;201190000;
1.23.1.06.01.184.02.5.2.1.02.03;Honorarium Tenaga Teknis  Harian;201190000;Honorarium Tenaga Teknis  Harian 201.190.000
1.23.1.06.01.184.02.5.2.2;BELANJA BARANG DAN JASA;76942100;
1.23.1.06.01.184.02.5.2.2.01;Belanja Bahan Pakai Habis ;800000;
1.23.1.06.01.184.02.5.2.2.01.01;Belanja  Alat Tulis Kantor;800000;Belanja  Alat Tulis Kantor 800.000
1.23.1.06.01.184.02.5.2.2.02;Belanja Bahan/Material;2259600;
1.23.1.06.01.184.02.5.2.2.02.07;Belanja Bahan Komputer ;2259600;Belanja Bahan Komputer 2.259.600
1.23.1.06.01.184.02.5.2.2.06;Belanja Cetak Dan Penggandaan;48022500;
1.23.1.06.01.184.02.5.2.2.06.01;Belanja Cetak;42217500;Belanja Cetak 42.217.500
1.23.1.06.01.184.02.5.2.2.06.02;Belanja Penggandaan;5805000;Belanja Penggandaan 5.805.000
1.23.1.06.01.184.02.5.2.2.11;Belanja Makanan Dan Minuman;18060000;
1.23.1.06.01.184.02.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;18060000;Belanja Makanan Dan Minuman Rapat 18.060.000
1.23.1.06.01.184.02.5.2.2.15;Belanja Perjalanan Dinas;3000000;
1.23.1.06.01.184.02.5.2.2.15.01;Belanja Perjalanan Dinas Dalam Daerah;3000000;Belanja Perjalanan Dinas Dalam Daerah 3.000.000
1.23.1.06.01.184.02.5.2.2.33;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;4800000;
1.23.1.06.01.184.02.5.2.2.33.01;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator;4800000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 4.800.000
1.23.1.06.01.184.03;Analisa Data;98483000;
1.23.1.06.01.184.03.5.2.1;BELANJA PEGAWAI;8155000;
1.23.1.06.01.184.03.5.2.1.01;Honorarium PNS;8155000;
1.23.1.06.01.184.03.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;8155000;Honorarium Panitia Pelaksana Kegiatan 8.155.000
1.23.1.06.01.184.03.5.2.2;BELANJA BARANG DAN JASA;90328000;
1.23.1.06.01.184.03.5.2.2.06;Belanja Cetak Dan Penggandaan;1863000;
1.23.1.06.01.184.03.5.2.2.06.02;Belanja Penggandaan;1863000;Belanja Penggandaan 1.863.000
1.23.1.06.01.184.03.5.2.2.11;Belanja Makanan Dan Minuman;3465000;
1.23.1.06.01.184.03.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;3465000;Belanja Makanan Dan Minuman Rapat 3.465.000
1.23.1.06.01.184.03.5.2.2.21;Belanja Jasa Konsultansi;85000000;
1.23.1.06.01.184.03.5.2.2.21.05;Belanja Jasa Konsultansi Kajian;85000000;Belanja Jasa Konsultansi Kajian 85.000.000
1.23.1.06.01.184.04;Pengelolaan Data Kewilayahan;452897750;
1.23.1.06.01.184.04.5.2.1;BELANJA PEGAWAI;382080000;
1.23.1.06.01.184.04.5.2.1.01;Honorarium PNS;185580000;
1.23.1.06.01.184.04.5.2.1.01.01;Honorarium Panitia Pelaksana Kegiatan;185580000;Honorarium Panitia Pelaksana Kegiatan 185.580.000
1.23.1.06.01.184.04.5.2.1.02;Honorarium Non PNS;196500000;
1.23.1.06.01.184.04.5.2.1.02.03;Honorarium Tenaga Teknis  Harian;196500000;Honorarium Tenaga Teknis  Harian 196.500.000
1.23.1.06.01.184.04.5.2.2;BELANJA BARANG DAN JASA;70817750;
1.23.1.06.01.184.04.5.2.2.01;Belanja Bahan Pakai Habis ;9712500;
1.23.1.06.01.184.04.5.2.2.01.01;Belanja  Alat Tulis Kantor;9712500;Belanja  Alat Tulis Kantor 9.712.500
1.23.1.06.01.184.04.5.2.2.06;Belanja Cetak Dan Penggandaan;22196250;
1.23.1.06.01.184.04.5.2.2.06.02;Belanja Penggandaan;22196250;Belanja Penggandaan 22.196.250
1.23.1.06.01.184.04.5.2.2.11;Belanja Makanan Dan Minuman;23534000;
1.23.1.06.01.184.04.5.2.2.11.02;Belanja Makanan Dan Minuman Rapat;23534000;Belanja Makanan Dan Minuman Rapat 23.534.000
1.23.1.06.01.184.04.5.2.2.15;Belanja Perjalanan Dinas;15375000;
1.23.1.06.01.184.04.5.2.2.15.01;Belanja Perjalanan Dinas Dalam Daerah;15375000;Belanja Perjalanan Dinas Dalam Daerah 15.375.000
;JUMLAH BELANJA ;9296504639;
