"Judul","Penjabaran Anggaran Pendapatan dan Belanja Daerah",,
"Daerah","Propinsi",,
"Tahun",2014,,
"Kode Organisasi","2.05.01.",,
"Nama Organisasi","Dinas Kelautan Dan Perikanan",,
"Kolom",4,,
"No. Rekening","Uraian","Jumlah","Keterangan"
"2.05.2.05.01.00.00.4.","Pendapatan",723000000,
"2.05.2.05.01.00.00.4.1.","Pendapatan Asli Daerah",723000000,
"2.05.2.05.01.00.00.4.1.2.","Hasil Retribusi Daerah",720500000,
"2.05.2.05.01.00.00.4.1.2.02.","Retribusi Jasa Usaha",718000000,
"2.05.2.05.01.00.00.4.1.2.03.","Retribusi Perizinan Tertentu",2500000,
"2.05.2.05.01.00.00.4.1.4.","Lain-Lain Pendapatan Asli Daerah Yang Sah",2500000,
,"JUMLAH PENDAPATAN",723000000,
"2.05.2.05.01.00.00.5.","Belanja",36505719598,
"2.05.2.05.01.00.00.5.1.","Belanja Tidak Langsung",7365725625,
"2.05.2.05.01.00.00.5.1.1.","Belanja Pegawai",7365725625,
"2.05.2.05.01.00.00.5.1.1.01.","Gaji Dan Tunjangan",7344110625,
"2.05.2.05.01.00.00.5.2.","BELANJA LANGSUNG",29139993973,
"2.05.2.05.01.01.","PROGRAM PELAYANAN ADMINISTRASI PERKANTORAN",1360991700,
"2.05.2.05.01.02.","PROGRAM PENINGKATAN SARANA DAN PRASARANA APARATUR",3309373100,
"2.05.2.05.01.06.","PROGRAM PENINGKATAN PENGEMBANGAN SISTEM PELAPORAN CAPAIAN KINERJA DAN KEUANGAN",271993100,
"2.05.2.05.01.17.","PROGRAM PENINGKATAN KESADARAN DAN PENEGAKAN HUKUM DALAM PENDAYAGUNAAN SUMBERDAYA LAUT",274060000,
"2.05.2.05.01.17.002.","Fasilitasi Perijinan Perikanan Tangkap Dan Budidaya",84900000,
"2.05.2.05.01.17.008.","Peningkatan Wasdal SDI di PU dan Laut",80000000,
"2.05.2.05.01.17.010.","Perawatan dan Pemeliharaan Kapal Pengawasan SDKP",21160000,
"2.05.2.05.01.17.011.","Optimalisasi dan Pengembangan Siswasmas ",88000000,
"2.05.2.05.01.18.","PROGRAM PENINGKATAN MITIGASI BENCANA ALAM LAUT DAN PRAKIRAAN IKLIM",100000000,
"2.05.2.05.01.18.004.","Mitigasi bencana alam laut dan prakiraan iklim laut",100000000,
"2.05.2.05.01.20.","PROGRAM PENGEMBANGAN BUDIDAYA PERIKANAN",6241795440,
"2.05.2.05.01.20.003.","Pembinaan dan Pengembangan Perikanan",2716966000,
"2.05.2.05.01.20.004.","Pengendalian Hama Dan Penyakit Ikan",124829440,
"2.05.2.05.01.20.009.","Peningkatan Induk, Bibit Unggul Budidaya Air Laut",300000000,
"2.05.2.05.01.20.010.","Peningkatan Induk, Bibit Unggul Budidaya Air Payau",1400000000,
"2.05.2.05.01.20.015.","Pembinaan Mutu Benih Dan Induk Perikanan",200000000,
"2.05.2.05.01.20.018.","Pelayanan dan Pengendalian Hama dan Penyakit Ikan",100000000,
"2.05.2.05.01.20.019.","Peningkatan Induk, bibit unggul budidaya air tawar",1250000000,
"2.05.2.05.01.20.021.","Kaji terap teknologi pengelolaan pakan ikan",150000000,
"2.05.2.05.01.21.","PROGRAM PENGEMBANGAN PERIKANAN TANGKAP",14026101603,
"2.05.2.05.01.21.009.","Pengembangan Pelabuhan Perikanan",7120668853,
"2.05.2.05.01.21.014.","Uji Coba Pengembangan Teknologi Alat Penangkapan Ikan",71075000,
"2.05.2.05.01.21.015.","Pengadaan Kapal 30 GT Bagi Nelayan ( DAK )",3597882750,
"2.05.2.05.01.21.016.","Pengelolaan Sumberdaya Ikan",160000000,
"2.05.2.05.01.21.017.","Pembinaan dan Pengembangan Perikanan Tangkap",2478234500,
"2.05.2.05.01.21.018.","Pengembangan usaha penangkapan ikan dan pemberdayaan nelayaan skala kecil",479465500,
"2.05.2.05.01.21.020.","Uji Coba Alat Bantu Penarik Kapstan Hidrolik untuk mini Purse Seine",118775000,
"2.05.2.05.01.23.","PROGRAM OPTIMALISASI PENGELOLAAN DAN PEMASARAN PRODUKSI PERIKANAN",1916110050,
"2.05.2.05.01.23.003.","Gerakan Memasyarakatkan Makan Ikan (Gemarikan)",195276500,
"2.05.2.05.01.23.005.","Pelatihan Pengelolahan Dan Pemasaran Produk Perikanan",188056750,
"2.05.2.05.01.23.007.","Pengawasan Dan Pengujian Mutu Hasil Perikanan",242680000,
"2.05.2.05.01.23.008.","Pengembangan Pola Kemitraan Antar Pelaku Usaha Kelautan Dan Perikanan",218929600,
"2.05.2.05.01.23.010.","Promosi Perikanan Dan Kelautan/Pameran",244840000,
"2.05.2.05.01.23.016.","Optimalisasi Pemasaran Produk Perikanan",583279950,
"2.05.2.05.01.23.017.","Pengembangan Jaringan Pemasaran Hasil Perikanan",243047250,
"2.05.2.05.01.24.","PROGRAM PENGEMBANGAN KAWASAN BUDIDAYA LAUT, AIR PAYAU DAN AIR TAWAR",893310000,
"2.05.2.05.01.24.004.","Pengembangan Rekayasa Teknologi Budi Daya Air Laut Sundak",118192000,
"2.05.2.05.01.24.005.","Pengembangan Rekayasa Teknologi Budi Daya Air Tawar",640118000,
"2.05.2.05.01.24.006.","Pengembangan Rekayasa Teknologi Budi Daya Air Payau",135000000,
"2.05.2.05.01.25.","PROGRAM REHABILITASI EKOSISTEM DAN CADANGAN SUMBERDAYA ALAM",220461530,
"2.05.2.05.01.25.002.","Pembinaan Pengelolaan Ekosistem Pesisir Secara Berkelanjutan",35000000,
"2.05.2.05.01.25.005.","Rehabilitasi Ekosistem Pesisir",40000000,
"2.05.2.05.01.25.009.","Pengembangan Konservasi Ekosistem Sumberdaya Laut dan Pesisir",97541250,
"2.05.2.05.01.26.","PROGRAM PENINGKATAN KUALITAS SDM DAN KELEMBAGAAN PERIKANAN DAN KELAUTAN",525797450,
"2.05.2.05.01.26.001.","Pengembangan Kelembagaan Penyuluh Swadaya",95995000,
"2.05.2.05.01.26.003.","Pelatihan Kewirausahaan Bagi Penyuluh",41000000,
"2.05.2.05.01.26.004.","Pemberdayaan Kelompok Ekonomi Masyarakat Pesisir",70000000,
"2.05.2.05.01.26.005.","Pengembangan Penyuluhan Budaya Kelautan",50000000,
"2.05.2.05.01.26.006.","Pengembangan Jiwa Kebaharian pada Generasi Muda",80605600,
"2.05.2.05.01.26.007.","Penyelenggaraan Hari Nusantara",127963750,
"2.05.2.05.01.26.008.","Penguatan Kelembagaan Pembenih Ikan",60233100,
,"JUMLAH BELANJA",36505719598,
