Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,
"5,1,6,05,123, ",Desa Kepek ,19560800,
"5,1,6,05,124, ",Desa Kanigoro ,35703650,
"5,1,6,05,125, ",Desa Monggol ,18567000,
"5,1,6,05,126, ",Desa Planjan ,20585300,
"5,1,6,05,127, ",Desa Balong ,19720300,
"5,1,6,05,128, ",Desa Jepitu ,39222800,
"5,1,6,05,129, ",Desa Karangawen ,14925500,
"5,1,6,05,130, ",Desa Nglindur ,16090400,
"5,1,6,05,131, ",Desa Jerukwudel ,20961300,
"5,1,6,05,132, ",Desa Tileng ,19913100,
"5,1,6,05,133, ",Desa Pucung ,18405100,
"5,1,6,05,134, ",Desa Songbanyu ,19013300,
"5,1,6,05,135, ",Desa Hargosari ,21612400,
"5,1,6,05,136, ",Desa Kemiri ,18828300,
"5,1,6,05,137, ",Desa Kemadang ,575643400,
"5,1,6,05,138, ",Desa Banjarejo ,23146400,
"5,1,6,05,139, ",Desa Ngestirejo ,34268300,
"5,1,6,05,140, ",Desa Giripurwo ,28232200,
"5,1,6,05,141, ",Desa Giricahyo ,19550800,
"5,1,6,05,142, ",Desa Girijati ,15778200,
"5,1,6,05,143, ",Desa Giriasih ,15347400,
"5,1,6,05,144, ",Desa Giritirto ,18401800,
"5,1,7, ",BELANJA BANTUAN KEUANGAN KEPADA PEMERINTAH DESA DAN PARTAI POLITIK ,203665865200,
"5,1,7,03, ",Belanja Bantuan Keuangan kepada Pemerintah Desa ,773000000,
"5,1,7,03,005, ",Desa Selang ,50000000,
"5,1,7,03,029, ",Desa Ngawu ,200000000,
"5,1,7,03,064, ",Desa Ngeposari ,50000000,
"5,1,7,03,072, ",Desa Kelor ,50000000,
"5,1,7,03,074, ",Desa Karangmojo ,50000000,
"5,1,7,03,096, ",Desa Karangwuni ,50000000,
"5,1,7,03,097, ",Desa Kalitekuk ,35250000,
"5,1,7,03,098, ",Desa Kemejing ,37750000,
"5,1,7,03,125, ",Desa Monggol ,200000000,
"5,1,7,03,143, ",Desa Giriasih ,50000000,
"5,1,7,05, ",Belanja Bantuan kepada Partai Politik ,1082431000,
"5,1,7,05,001, ",Partai Demokrasi Indonesia Perjuangan (PDIP) ,287335000,
"5,1,7,05,002, ",Partai Amanat Nasional ,155254000,
"5,1,7,05,003, ",Partai Golongan Karya ,153154000,
"5,1,7,05,004, ",Partai Demokrat ,90735000,
"5,1,7,05,005, ",Partai Keadilan Sejahtera ,79721000,
"5,1,7,05,006, ",Partai Kebangkitan Bangsa ,77049000,
"5,1,7,05,008, ",Partai Gerakan Indonesia Raya ,124380000,
"5,1,7,05,013, ",Partai Hati Nurani Rakyat ,34142000,
"5,1,7,05,014, ",Partai Nasdem ,80661000,
"5,1,7,06, ",Alokasi Dana Desa ,98242516200,
"5,1,7,06,001, ",Desa Wonosari ,652119700,
"5,1,7,06,002, ",Desa Kepek ,685415700,
"5,1,7,06,003, ",Desa Piyaman ,684753900,
"5,1,7,06,004, ",Desa Baleharjo ,636513100,
"5,1,7,06,005, ",Desa Selang ,625910800,
"5,1,7,06,006, ",Desa Siraman ,638413500,
"5,1,7,06,007, ",Desa Gari ,654831500,
"5,1,7,06,008, ",Desa Karangtengah ,673532600,
"5,1,7,06,009, ",Desa Pulutan ,649202300,
"5,1,7,06,010, ",Desa Wareng ,624086200,
"5,1,7,06,011, ",Desa Duwet ,594926800,
"5,1,7,06,012, ",Desa Mulo ,648391500,
"5,1,7,06,013, ",Desa Wunung ,672484900,
"5,1,7,06,014, ",Desa Karangrejek ,632328800,
"5,1,7,06,015, ",Desa Natah ,663320700,
"5,1,7,06,016, ",Desa Pilangrejo ,659861600,
"5,1,7,06,017, ",Desa Kedungpoh ,705837900,
"5,1,7,06,018, ",Desa Pengkol ,691819600,
"5,1,7,06,019, ",Desa Kedungkeris ,681683000,
"5,1,7,06,020, ",Desa Nglipar ,685298400,
"5,1,7,06,021, ",Desa Katongan ,696257600,
"5,1,7,06,022, ",Desa Banyusoco ,732213200,
"5,1,7,06,023, ",Desa Plembutan ,663778500,
"5,1,7,06,024, ",Desa Bleberan ,702182400,
"5,1,7,06,025, ",Desa Getas ,666093700,
"5,1,7,06,026, ",Desa Dengok ,612451500,
"5,1,7,06,027, ",Desa Ngunut ,591412800,
"5,1,7,06,028, ",Desa Playen ,621833600,
"5,1,7,06,029, ",Desa Ngawu ,601188700,
"5,1,7,06,030, ",Desa Bandung ,617086700,
"5,1,7,06,031, ",Desa Logandeng ,681124800,
"5,1,7,06,032, ",Desa Gading ,687642000,
"5,1,7,06,033, ",Desa Banaran ,631815000,
"5,1,7,06,034, ",Desa Ngleri ,656240000,
"5,1,7,06,035, ",Desa Bunder ,638791400,
"5,1,7,06,036, ",Desa Beji ,623604900,
"5,1,7,06,037, ",Desa Pengkok ,646540700,
"5,1,7,06,038, ",Desa Semoyo ,631072100,
"5,1,7,06,039, ",Desa Salam ,638061400,
"5,1,7,06,040, ",Desa Patuk ,573228000,
"5,1,7,06,041, ",Desa Ngoro-oro ,627742100,
"5,1,7,06,042, ",Desa Nglanggeran ,609448200,
"5,1,7,06,043, ",Desa Putat ,627582400,
"5,1,7,06,044, ",Desa Nglegi ,656613700,
"5,1,7,06,045, ",Desa Terbah ,616824500,
"5,1,7,06,046, ",Desa Sodo ,633937800,
"5,1,7,06,047, ",Desa Pampang ,614001400,
"5,1,7,06,048, ",Desa Grogol ,619146500,
"5,1,7,06,049, ",Desa Karangduwet ,727738400,
"5,1,7,06,050, ",Desa Karangasem ,741956500,
"5,1,7,06,051, ",Desa Mulusan ,662055400,
"5,1,7,06,052, ",Desa Giring ,655953500,
"5,1,7,06,053, ",Desa Girikarto ,686581800,
"5,1,7,06,054, ",Desa Girisekar ,757248500,
"5,1,7,06,055, ",Desa Girimulyo ,717511400,
"5,1,7,06,056 ",Desa Giriwungu ,649672400,
"5,1,7,06,057, ",Desa Giriharjo ,670082700,
"5,1,7,06,058, ",Desa Girisuko ,749283600,
"5,1,7,06,059, ",Desa Giripanggung ,739760800,
"5,1,7,06,060, ",Desa Sumberwungu ,759442800,
"5,1,7,06,061, ",Desa Sidoharjo ,740430700,
"5,1,7,06,062, ",Desa Tepus ,830520200,
"5,1,7,06,063, ",Desa Purwodadi ,790722500,
"5,1,7,06,064, ",Desa Ngeposari ,790003700,
"5,1,7,06,065, ",Desa Semanu ,822850700,
"5,1,7,06,066, ",Desa Pacarejo ,928429700,
"5,1,7,06,067, ",Desa Candirejo ,801354300,
"5,1,7,06,068, ",Desa Dadapayu ,795724800,
"5,1,7,06,069, ",Desa Bejiharjo ,862423000,
"5,1,7,06,070, ",Desa Wiladeg ,642430800,
"5,1,7,06,071, ",Desa Bendungan ,591860000,
"5,1,7,06,072, ",Desa Kelor ,607357200,
"5,1,7,06,073, ",Desa Ngipak ,636849800,
"5,1,7,06,074, ",Desa Karangmojo ,742569600,
"5,1,7,06,075, ",Desa Gedangrejo ,667654800,
"5,1,7,06,076, ",Desa Ngawis ,685357200,
"5,1,7,06,077, ",Desa Jatiayu ,735645600,
"5,1,7,06,078, ",Desa Umbulrejo ,722493400,
"5,1,7,06,079, ",Desa Sawahan ,677851200,
"5,1,7,06,080, ",Desa Tambakromo ,670111300,
"5,1,7,06,081, ",Desa Kenteng ,659759400,
"5,1,7,06,082, ",Desa Sumbergiri ,702146800,
"5,1,7,06,083, ",Desa Genjahan ,668947800,
"5,1,7,06,084, ",Desa Ponjong ,648211400,
"5,1,7,06,085, ",Desa Karangasem ,641190800,
"5,1,7,06,086, ",Desa Bedoyo ,622842200,
"5,1,7,06,087, ",Desa Sidorejo ,769416200,
"5,1,7,06,088, ",Desa Gombang ,654159800,
"5,1,7,06,089, ",Desa Bohol ,595678000,
"5,1,7,06,090, ",Desa Pringombo ,706835200,
"5,1,7,06,091, ",Desa Botodayaan ,742374900,
"5,1,7,06,092, ",Desa Petir ,675676600,
"5,1,7,06,093, ",Desa Pucanganom ,708744000,
"5,1,7,06,094, ",Desa Semugih ,683922300,
"5,1,7,06,095, ",Desa Melikan ,671616900,
"5,1,7,06,096, ",Desa Karangwuni ,675517600,
"5,1,7,06,097, ",Desa Kalitekuk ,650627300,
"5,1,7,06,098, ",Desa Kemejing ,629032500,
"5,1,7,06,099, ",Desa Bulurejo ,608665700,
"5,1,7,06,100, ",Desa Sumberejo ,678636700,
"5,1,7,06,101, ",Desa Bendung ,624807100,
"5,1,7,06,102, ",Desa Candirejo ,718594100,
"5,1,7,06,103, ",Desa Rejosari ,672869300,
"5,1,7,06,104, ",Desa Karangsari ,662736700,
"5,1,7,06,105, ",Desa Pundungsari ,666491400,
"5,1,7,06,106, ",Desa Semin ,746242600,
"5,1,7,06,107, ",Desa Tancep ,696603900,
"5,1,7,06,108, ",Desa Sambirejo ,714376800,
"5,1,7,06,109, ",Desa Jurangjero ,696863900,
"5,1,7,06,110, ",Desa Kampung ,715078600,
"5,1,7,06,111, ",Desa Beji ,694605300,
"5,1,7,06,112, ",Desa Watusigar ,696523600,
"5,1,7,06,113, ",Desa Hargomulyo ,716871900,
"5,1,7,06,114, ",Desa Mertelu ,705797500,
"5,1,7,06,115, ",Desa Watugajah ,664481700,
"5,1,7,06,116, ",Desa Sampang ,668160500,
"5,1,7,06,117, ",Desa Serut ,689716500,
"5,1,7,06,118, ",Desa Ngalang ,764023700,
"5,1,7,06,119, ",Desa Tegalrejo ,743998800,
"5,1,7,06,120, ",Desa Krambilsawit ,739846700,
"5,1,7,06,121, ",Desa Ngloro ,658979800,
"5,1,7,06,122, ",Desa Jetis ,660847400,
"5,1,7,06,123, ",Desa Kepek ,703442200,
"5,1,7,06,124, ",Desa Kanigoro ,782858500,
"5,1,7,06,125, ",Desa Monggol ,704400800,
"5,1,7,06,126, ",Desa Planjan ,735340400,
"5,1,7,06,127, ",Desa Balong ,664378200,
"5,1,7,06,128, ",Desa Jepitu ,670915300,
"5,1,7,06,129, ",Desa Karangawen ,628588000,
"5,1,7,06,130, ",Desa Nglindur ,618905700,
"5,1,7,06,131, ",Desa Jerukwudel ,608394100,
"5,1,7,06,132, ",Desa Tileng ,702643500,
"5,1,7,06,133, ",Desa Pucung ,657356000,
"5,1,7,06,134, ",Desa Songbanyu ,717731000,
"5,1,7,06,135, ",Desa Hargosari ,685221000,
"5,1,7,06,136, ",Desa Kemiri ,674573200,
"5,1,7,06,137, ",Desa Kemadang ,734376300,
"5,1,7,06,138, ",Desa Banjarejo ,741503900,
"5,1,7,06,139, ",Desa Ngestirejo ,714054900,
"5,1,7,06,140, ",Desa Giripurwo ,801673100,
"5,1,7,06,141, ",Desa Giricahyo ,717510000,
"5,1,7,06,142, ",Desa Girijati ,626561500,
"5,1,7,06,143, ",Desa Giriasih ,640136500,
"5,1,7,06,144, ",Desa Giritirto ,660855800,
"5,1,7,07, ",Dana Desa (APBN) ,103567918000,
"5,1,7,07,001, ",Desa Wonosari ,680477900,
"5,1,7,07,002, ",Desa Kepek ,696038900,
"5,1,7,07,003, ",Desa Piyaman ,684199400,
"5,1,7,07,004, ",Desa Baleharjo ,699211200,
"5,1,7,07,005, ",Desa Selang ,738490100,
"5,1,7,07,006, ",Desa Siraman ,654002600,
"5,1,7,07,007, ",Desa Gari ,673641100,
"5,1,7,07,008, ",Desa Karangtengah ,676188500,
"5,1,7,07,009, ",Desa Pulutan ,715459200,
"5,1,7,07,010, ",Desa Wareng ,658569600,
"5,1,7,07,011, ",Desa Duwet ,654929300,
"5,1,7,07,012, ",Desa Mulo ,662325800,
"5,1,7,07,013, ",Desa Wunung ,693916000,
"5,1,7,07,014, ",Desa Karangrejek ,674760200,
"5,1,7,07,015, ",Desa Natah ,702337400,
"5,1,7,07,016, ",Desa Pilangrejo ,713095400,
"5,1,7,07,017, ",Desa Kedungpoh ,725344700,
"5,1,7,07,018, ",Desa Pengkol ,723980100,
"5,1,7,07,019, ",Desa Kedungkeris ,713419600,
"5,1,7,07,020, ",Desa Nglipar ,697685800,
"5,1,7,07,021, ",Desa Katongan ,729766200,
"5,1,7,07,022, ",Desa Banyusoco ,740133700,
"5,1,7,07,023, ",Desa Plembutan ,704991300,
"5,1,7,07,024, ",Desa Bleberan ,735581300,
"5,1,7,07,025, ",Desa Getas ,707894800,
"5,1,7,07,026, ",Desa Dengok ,678962800,
"5,1,7,07,027, ",Desa Ngunut ,668945400,
"5,1,7,07,028, ",Desa Playen ,690591400,
"5,1,7,07,029, ",Desa Ngawu ,658404200,
"5,1,7,07,030, ",Desa Bandung ,649489400,
"5,1,7,07,031, ",Desa Logandeng ,732812600,
"5,1,7,07,032, ",Desa Gading ,708357300,
"5,1,7,07,033, ",De a Banaran ,697806800,
"5,1,7,07,034, ",Desa Ngleri ,667590500,
"5,1,7,07,035, ",Desa Bunder ,659739400,
"5,1,7,07,036, ",Desa Beji ,652292500,
"5,1,7,07,037, ",Desa Pengkok ,670648200,
"5,1,7,07,038, ",Desa Semoyo ,685013200,
"5,1,7,07,039, ",Desa Salam ,703010600,
"5,1,7,07,040, ",Desa Patuk ,636459100,
"5,1,7,07,041, ",Desa Ngoro-oro ,682851200,
"5,1,7,07,042, ",Desa Nglanggeran ,674438800,
"5,1,7,07,043, ",Desa Putat ,675050800,
"5,1,7,07,044, ",Desa Nglegi ,711267600,
"5,1,7,07,045, ",Desa Terbah ,709334100,
"5,1,7,07,046, ",Desa Sodo ,696695800,
"5,1,7,07,047, ",Desa Pampang ,677841100,
"5,1,7,07,048, ",Desa Grogol ,648749300,
"5,1,7,07,049, ",Desa Karangduwet ,711306300,
"5,1,7,07,050, ",Desa Karangasem ,739798100,
"5,1,7,07,051, ",Desa Mulusan ,696516300,
"5,1,7,07,052, ",Desa Giring ,666645000,
"5,1,7,07,053, ",Desa Girikarto ,744356000,
"5,1,7,07,054, ",Desa Girisekar ,830167400,
"5,1,7,07,055, ",Desa Girimulyo ,731619400,
"5,1,7,07,056, ",Desa Giriwungu ,695486300,
"5,1,7,07,057, ",Desa Giriharjo ,683886000,
"5,1,7,07,058, ",Desa Girisuko ,768673800,
"5,1,7,07,059, ",Desa Giripanggung ,728758100,
"5,1,7,07,060, ",Desa Sumberwungu ,758368100,
"5,1,7,07,061, ",Desa Sidoharjo ,696684200,
"5,1,7,07,062, ",Desa Tepus ,803734800,
"5,1,7,07,063, ",Desa Purwodadi ,770639700,
"5,1,7,07,064, ",Desa Ngeposari ,762666400,
"5,1,7,07,065, ",Desa Semanu ,803755000,
"5,1,7,07,066, ",Desa Pacarejo ,886400600,
"5,1,7,07,067, ",Desa Candirejo ,765392700,
"5,1,7,07,068, ",Desa Dadapayu ,743100200,
"5,1,7,07,069, ",Desa Bejiharjo ,905241400,
"5,1,7,07,070, ",Desa Wiladeg ,659209400,
"5,1,7,07,071, ",Desa Bendungan ,653749600,
"5,1,7,07,072, ",Desa Kelor ,630289300,
"5,1,7,07 073, ",Desa Ngipak ,666406800,
"5,1,7,07,074, ",Desa Karangmojo ,753389200,
"5,1,7,07,075, ",Desa Gedangrejo ,701538300,
"5,1,7,07,076, ",Desa Ngawis ,684920400,
"5,1,7,07,077, ",Desa Jatiayu ,773165400,
"5,1,7,07,078, ",Desa Umbulrejo ,772924600,
"5,1,7,07,079, ",Desa Sawahan ,772081500,
"5,1,7,07,080, ",Desa Tambakromo ,719101100,
"5,1,7,07,081, ",Desa Kenteng ,698731500,
"5,1,7,07,082, ",Desa Sumbergiri ,712340800,
"5,1,7,07,083, ",Desa Genjahan ,680146300,
"5,1,7,07,084, ",Desa Ponjong ,671207700,
"5,1,7,07,085, ",Desa Karangasem ,669972500,
"5,1,7,07,086, ",Desa Bedoyo ,666378400,
"5,1,7,07,087, ",Desa Sidorejo ,799887700,
"5,1,7,07,088, ",Desa Gombang ,662738400,
"5,1,7,07,089, ",Desa Bohol ,655571300,
"5,1,7,07,090, ",Desa Pringombo ,706488200,
"5,1,7,07,091, ",Desa Botodayaan ,739579700,
"5,1,7,07,092, ",Desa Petir ,695219200,
"5,1,7,07,093, ",Desa Pucanganom ,696200600,
"5,1,7,07,094, ",Desa Semugih ,713726300,
"5,1,7,07,095, ",Desa Melikan ,705330800,
"5,1,7,07,096, ",Desa Karangwuni ,694130300,
"5,1,7,07,097, ",Desa Kalitekuk ,698182300,
"5,1,7,07,098, ",Desa Kemejing ,701623100,
"5,1,7,07,099, ",Desa Bulurejo ,681443600,
"5,1,7,07,100, ",Desa Sumberejo ,705211600,
"5,1,7,07,101, ",Desa Bendung ,693157400,
"5,1,7,07,102, ",Desa Candirejo ,793771900,
"5,1,7,07,103, ",Desa Rejosari ,728459000,
"5,1,7,07,104, ",Desa Karangsari ,752165300,
"5,1,7,07,105, ",Desa Pundungsari ,723812400,
"5,1,7,07,106, ",Desa Semin ,825922900,
"5,1,7,07,107, ",Desa Tancep ,806804600,
"5,1,7,07,108, ",Desa Sambirejo ,781127100,
"5,1,7,07,109, ",Desa Jurangjero ,733412600,
"5,1,7,07,110, ",Desa Kampung ,741943400,
"5,1,7,07,111, ",Desa Beji ,705366600,
"5,1,7,07,112, ",Desa Watusigar ,731711500,
"5,1,7,07,113, ",Desa Hargomulyo ,803197200,
"5,1,7,07,114, ",Desa Mertelu ,749340800,
"5,1,7,07,115, ",Desa Watugajah ,724934300,
"5,1,7,07,116, ",Desa Sampang ,678205700,
"5,1,7,07,117, ",Desa Serut ,737315600,
"5,1,7,07,118, ",Desa Ngalang ,817388100,
"5,1,7,07,119, ",Desa Tegalrejo ,818533600,
"5,1,7,07,120, ",Desa Krambilsawit ,827656300,
"5,1,7,07,121, ",Desa Ngloro ,718796300,
"5,1,7,07,122, ",Desa Jetis ,726736900,
"5,1,7,07,123, ",Desa Kepek ,785513400,
"5,1,7,07,124, ",Desa Kanigoro ,809826500,
"5,1,7,07,125, ",Desa Monggol ,744085000,
"5,1,7,07,126, ",Desa Planjan ,751763700,
"5,1,7,07,127, ",Desa Balong ,725818100,
"5,1,7,07,128, ",Desa Jepitu ,702038100,
"5,1,7,07,129, ",Desa Karangawen ,664695600,
"5,1,7,07,130, ",Desa Nglindur ,683469800,
"5,1,7,07,131, ",Desa Jerukwudel ,647802100,
"5,1,7,07,132, ",Desa Tileng ,747604600,
"5,1,7,07,133, ",Desa Pucung ,724332900,
"5,1,7,07,134, ",Desa Songbanyu ,717775700,
"5,1,7,07,135, ",Desa Hargosari ,704110600,
"5,1,7,07,136, ",Desa Kemiri ,733082300,
"5,1,7,07,137, ",Desa Kemadang ,754711700,
"5,1,7,07,138, ",Desa Banjarejo ,719244700,
"5,1,7,07,139, ",Desa Ngestirejo ,737750700,
"5,1,7,07,140, ",Desa Giripurwo ,885070400,
"5,1,7,07,141, ",Desa Giricahyo ,714957400,
"5,1,7,07,142, ",Desa Girijati ,760306200,
"5,1,7,07,143, ",Desa Giriasih ,775637200,
"5,1,7,07,144, ",Desa Giritirto ,731687900,
"5,1,8, ",BELANJA TIDAK TERDUGA ,2904161498.83,
"5,1,8,01, ",Belanja Tidak Terduga ,2904161498.83,
"5,1,8,01,001, ",Belanja Tidak Terduga ,2904161498.83,
"5,2, ",BELANJA LANGSUNG ,546910521079,
"5,2,1, ",BELANJA PEGAWAI ,31247064997,
"5,2,1,01, ",Honorarium PNS ,12775397500,
"5,2,1,01,001, ",Honorarium Tim Pelaksana Kegiatan ,9992994000,
"5,2,1,01,002, ",Honorarium Panitia Pengadaan Barang dan Jasa ,208103500,
"5,2,1,01,003, ",Honorarium Bendahara/Pembantu Bendaraha/ppk-skpd/pembantu ppk-skpd ,2439900000,
"5,2,1,01,004, ",Honorarium Moderator ,134400000,
"5,2,1,02, ",Honorarium Non PNS ,14286167000,
"5,2,1,02,001, ",Honorarium Tenaga Kontrak ,11466922000,
"5,2,1,02,002, ",Honorarium Anggota Tim Pelaksana Kegiatan ,2819245000,
"5,2,1,03, ",Uang Lembur ,654550000,
"5,2,1,03,001, ",Uang Lembur PNS ,465730000,
"5,2,1,03,002, ",Uang Lembur Non PNS ,188820000,
"5,2,1,04, ",Belanja Beasiswa Pendidikan PNS ,21000000,
"5,2,1,04,003, ",Belanja Beasiswa tugas belajar S2 ,21000000,
"5,2,1,05, ","Belanja Kursus, Pelatihan,Sosialisasi, dan Bimbingan Teknis PN ",3141050497,
"5,2,1,05,001, ",Belanja Kursus-kursus singkat/pelatihan ,2501675497,
"5,2,1,05,002, ",Belanja sosialisasi ,75635000,
"5,2,1,05,003, ",Belanja Bimbingan Teknis ,563740000,
"5,2,1,06, ",Honorarium Pengelola SIPKD ,368900000,
"5,2,1,06,001, ",Honorariurm Tim Administrator SIPKD ,163200000,
"5,2,1,06,002, ",Honorarium Operator SIPKD ,205700000,
"5,2,2, ",BELANJA BARANG DAN JASA ,255464894972,
"5,2,2,01, ",Belanja Bahan Pakai Habis ,8767615000,
"5,2,2,01,001, ",Belanja alat tulis kantor ,4930050100,
"5,2,2,01,002, ",Belanja dokumen/administrasi tender ,11490000,
"5,2,2,01,003, ","Belanja alat listrik dan elektronika (lampu pijar, batery keri ",1047788500,
"5,2,2,01,004, ",Belanja perangko/meterai ,148576000,
"5,2,2,01,005, ",Belanja peralatan kebersihan dan bahan pembersih ,1426537400,
"5,2,2,01,006, ",Belanja bahan gas ,645538000,
"5,2,2,01,007, ",Belanja pengisian tabung pemadam kebakaran ,21980000,
"5,2,2,01,008, ",Belanja Dokumentasi ,178227500,
"5,2,2,01,009, ",Belanja Dekorasi ,357427500,
"5,2,2,02, ",Belanja Bahan/Material ,32103699163,
"5,2,2,02,001, ",Belanja bahan baku bangunan ,8621142100,
"5,2,2,02,002, ",Belanja bahan/bibit tanaman ,1151712550,
"5,2,2,02,003, ",Belanja bibit ternak ,322855000,
"5,2,2,02,004, ",Belanja bahan obat-obatan ,11943545898,
"5,2,2,02,005, ",Belanja bahan kimia ,2191966292,
"5,2,2,02,006, ",Belanja bahan praktek KBM ,3189105000,
"5,2,2,02,007, ","Belanja bahan sosiliasasi,diklat,seminar ",1999756000,
"5,2,2,02,008, ",Hadiah lomba/Cinderamata ,945825000,
"5,2,2,02,009, ",Belanja bahan logistik/peralatan bencana ,71500000,
"5,2,2,02,011, ",Belanja Alat-alat pertanian ,130525000,
"5,2,2,02,012, ","Belanja peralatan medis habis pakai (alkohol,kapas,dan sejenisnya) ",1437014323,
"5,2,2,02,013, ",Belanja materi/Media BKB ,7000000,
"5,2,2,02,014, ",Belanja peralatan Pemadam Kebakaran ,6500000,
"5,2,2,02,015, ",Belanja bahan perlengkapan BBI ,10275000,
"5,2,2,02,016, ",Belanja Perlengkapan Upacara ,73327000,
"5,2,2,02,019, ",Belanja Pigura ,1650000,
"5,2,2,03, ",Belanja Jasa Kantor ,85090392230,
"5,2,2,03,001, ",Belanja telephon/kawat/faximile/internet ,2597932900,
"5,2,2,03,002, ",Belanja air ,1035915900,
"5,2,2,03,003, ",Belanja listrik ,16018361345,
"5,2,2,03,004, ",Belanja jasa pengumuman lelang ,780000,
"5,2,2,03,005, ",Belanja surat kabar/majalah ,329857000,
"5,2,2,03,006, ",Belanja jasa tenaga harian lepas/upah tenaga ,15977192200,
"5,2,2,03,007, ",Belanja paket/pengiriman ,20300000,
"5,2,2,03,008, ",Belanja sertifikasi ,693096000,
"5,2,2,03,009, ",Belanja jasa transaksi keuangan ,300000,
"5,2,2,03,010, ",Belanja tes kesehatan ,16650000,
"5,2,2,03,011, ",Belanja jasa pentas seni/pertunjukan ,158195000,
"5,2,2,03,012, ",Belanja jasa publikasi ,710355000,
"5,2,2,03,013, ",Belanja pemeriksaan/pengujian bahan ,1662394000,
"5,2,2,03,014, ",Belanja jasa penyelesaian perkara ,85500000,
"5,2,2,03,015, ",Belanja jasa pelayanan medik/kesehatan ,40632104085,
"5,2,2,03,016, ",Belanja Iuran ADKASI/APKASI/ADEKS/FORSESDASI/PAWONSARI ,111000000,
"5,2,2,03,017, ",Belanja Jasa Kebersihan ,446190000,
"5,2,2,03,018, ",Belanja frekuensi gelombang radio ,36000000,
"5,2,2,03,019, ",Belanja pengiriman peserta magang ,325500000,
"5,2,2,03,020, ",Transport peserta penyuluhan/pembinaan/pelatihan ,2958054000,
"5,2,2,03,021, ",Belanja Iuran Java Promo ,60000000,
"5,2,2,03,022, ",Belanja kunjungan wisata peserta Fam Tour ,35250000,
"5,2,2,03,023, ",Belanja jasa psikotes ,50250000,
"5,2,2,03,024, ",Belanja jasa pemungutan retribusi ,696714800,
"5,2,2,03,025, ",Belanja jasa medical checkup ,12000000,
"5,2,2,03,027, ",Belanja akomodasi dan transportasi ,420500000,
"5,2,2,04, ",Belanja Premi Asuransi ,677528750,
"5,2,2,04,001, ",Belanja Premi Asuransi Kesehatan ,673778750,
"5,2,2,04,002, ",Belanja Premi Asuransi Barang milik Daerah ,3750000,
"5,2,2,05, ",Belanja Perawatan Kendaraan Bermotor ,10357801900,
"5,2,2,05,001, ",Belanja pemeliharaan kendaraan ,3036140800,
"5,2,2,05,003, ",Belanja Bahan Bakar Minyak dan Pelumas ,6655171800,
"5,2,2,05,004, ",Belanja Jasa Kir ,64375000,
"5,2,2,05,005, ",Belanja Surat Tanda Nomor Kendaraan ,602114300,
"5,2,2,06, ",Belanja Cetak dan Penggandaan ,11944117129,
"5,2,2,06,001, ",Belanja Cetak ,7050450600,
"5,2,2,06,002, ",Belanja Penggandaan/Foto copy ,4893666529,
"5,2,2,07, ",Belanja Sewa Rumah/Gedung/Gudang/Parkir ,3551910000,
"5,2,2,07,002, ",Belanja sewa gedung/ruang pertemuan ,2425860000,
"5,2,2,07,003, ",Belanja sewa tempat pameran ,295300000,
"5,2,2,07,004, ",Belanja sewa hotel ,624300000,
"5,2,2,07,005, ",Belanja Sewa Tanah ,206450000,
"5,2,2,08, ",Belanja Sewa Sarana Mobilitas ,1392342000,
"5,2,2,08,001, ",Belanja Sewa Sarana Mobilitas Darat ,1392342000,
"5,2,2,09, ",Belanja Sewa Alat Berat ,20000000,
"5,2,2,09,001, ",Belanja sewa Eskavator ,20000000,
"5,2,2,10, ",Belanja Sewa Perlengkapan dan Peralatan Kantor ,1592307500,
"5,2,2,10,001, ",Belanja sewa meja/kursi/tenda/sound sistem/generator ,891695000,
"5,2,2,10,002, ",Belanja sewa komputer dan printer ,493000000,
"5,2,2,10,006, ",Belanja sewa pakaian adat/tradisional ,64912500,
"5,2,2,10,007, ",Belanja sewa display ,137700000,
"5,2,2,10,009, ",Belanja Sewa Gamelan ,5000000,
"5,2,2,11, ",Belanja Makanan dan Minuman ,24073265500,
"5,2,2,11,001, ",Belanja makanan dan minuman harian pegawai ,2978043500,
"5,2,2,11,002, ",Belanja makanan dan minuman rapat ,15796197000,
"5,2,2,11,003, ",Belanja makanan dan minuman tamu ,1627142500,
"5,2,2,11,004, ",Belanja makanan dan minuman pasien ,2175722500,
"5,2,2,11,006, ",Belanja makanan tambahan untuk anak sekolah ,1496160000,
"5,2,2,12, ",Belanja Pakaian Dinas dan Atributnya ,3009774000,
"5,2,2,12,001, ",Belanja Pakaian Dinas KDH dan WKDH ,19700000,
"5,2,2,12,002, ",Belanja Pakaian Sipil Harian (PSH) ,126650000,
"5,2,2,12,003, ",Belanja Pakaian Sipil Lengkap (PSL) ,28980000,
"5,2,2,12,004, ",Belanja Pakaian Dinas Harian (PDH) ,2585814000,
"5,2,2,12,005, ",Belanja Pakaian Dinas Upacara (PDU) ,173730000,
"5,2,2,12,006, ",Belanja Pakaian Sipil Resmi ,74900000,
"5,2,2,13, ",Belanja Pakaian Kerja ,658231000,
"5,2,2,13,001, ",Belanja pakaian kerja lapangan ,658231000,
"5,2,2,14, ",Belanja Pakaian Khusus dan hari-hari tertentu ,989536000,
"5,2,2,14,002, ",Belanja pakaian adat daerah ,106270000,
"5,2,2,14,004, ",Belanja pakaian olah raga ,883266000,
