Judul;Penjabaran Anggaran Pendaptan Belanja Daerah;;
2.04.1.17.01.143.001.5.2.2.03 ;Belanja Jasa Kantor ;696158930;
2.04.1.17.01.143.001.5.2.2.03.11 ;Belanja Jasa Media Massa ;361825000;Belanja Jasa Media Massa 361825000
2.04.1.17.01.143.001.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;132750000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 132750000
2.04.1.17.01.143.001.5.2.2.03.14 ;Belanja Retribusi/Tiket ;33500000;Belanja Retribusi/Tiket 33500000
2.04.1.17.01.143.001.5.2.2.03.25 ;Belanja Jasa Event Organizer ;135000000;Belanja Jasa Event Organizer 135000000Pawai Budaya Jogja 135000000
2.04.1.17.01.143.001.5.2.2.03.27 ;Belanja Jasa Penyedia /Tenaga Teknis ;33083930;Belanja Jasa Penyedia /Tenaga Teknis 33083930
2.04.1.17.01.143.001.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;186773350;
2.04.1.17.01.143.001.5.2.2.06.01 ;Belanja Cetak ;167500000;Belanja Cetak 167500000
2.04.1.17.01.143.001.5.2.2.06.02 ;Belanja Penggandaan ;17398350;Belanja Penggandaan 17398350
2.04.1.17.01.143.001.5.2.2.06.03 ;Belanja Cetak Foto ;1875000;Belanja Cetak Foto 1875000
2.04.1.17.01.143.001.5.2.2.07 ;Belanja Sewa Rumah/Gedung/Gudang/Parkir ;215000000;
2.04.1.17.01.143.001.5.2.2.07.02 ;Belanja Sewa Gedung/Kantor/Tempat ;215000000;Belanja Sewa Gedung/Kantor/Tempat 215000000
2.04.1.17.01.143.001.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;50950000;
2.04.1.17.01.143.001.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;50950000;Belanja Sewa Sarana Mobilitas Darat 50950000
2.04.1.17.01.143.001.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;440840000;
2.04.1.17.01.143.001.5.2.2.10.01 ;Belanja Sewa Meja Kursi ;5400000;Belanja Sewa Meja Kursi 5400000
2.04.1.17.01.143.001.5.2.2.10.04 ;Belanja Sewa Generator ;39000000;Belanja Sewa Generator 39000000
2.04.1.17.01.143.001.5.2.2.10.05 ;Belanja Sewa Tenda ;11800000;Belanja Sewa Tenda 11800000
2.04.1.17.01.143.001.5.2.2.10.09 ;Belanja Sewa Perlengkapan/Peralatan ;384640000;Belanja Sewa Perlengkapan/Peralatan 384640000
2.04.1.17.01.143.001.5.2.2.11 ;Belanja Makanan Dan Minuman ;354150000;
2.04.1.17.01.143.001.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;11400000;Belanja Makanan Dan Minuman Rapat 11400000
2.04.1.17.01.143.001.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;342750000;Belanja Makanan Dan Minuman Tamu 342750000
2.04.1.17.01.143.001.5.2.2.13 ;Belanja Pakaian Kerja ;23190000;
2.04.1.17.01.143.001.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;23190000;Belanja Pakaian Kerja Lapangan 23190000
2.04.1.17.01.143.001.5.2.2.15 ;Belanja Perjalanan Dinas ;784500000;
2.04.1.17.01.143.001.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;784500000;Belanja Perjalanan Dinas Luar Daerah 784500000
2.04.1.17.01.143.001.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;216300000;
2.04.1.17.01.143.001.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli ;154400000;Belanja Jasa Tenaga Ahli 154400000
2.04.1.17.01.143.001.5.2.2.31.02 ;Belanja Jasa Instruktur ;49500000;Belanja Jasa Instruktur 49500000
2.04.1.17.01.143.001.5.2.2.31.03 ;Belanja Jasa Narasumber ;3200000;Belanja Jasa Narasumber 3200000
2.04.1.17.01.143.001.5.2.2.31.04 ;Belanja Jasa Moderator ;9200000;Belanja Jasa Moderator 9200000
2.04.1.17.01.143.001.5.2.2.32 ;Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ;51000000;
2.04.1.17.01.143.001.5.2.2.32.02 ;Belanja Uang Untuk Diberikan Kepada Masyarakat ;51000000;Belanja Uang Untuk Diberikan Kepada Masyarakat 51000000Untuk Lomba Video Pariwisata dan Pawai Atraksi Budaya Jogja 51000000
2.04.1.17.01.143.002 ;Pengembangan Kerjasama dan Kemitraan Pariwisata ;1034520350;
2.04.1.17.01.143.002.5.2.1 ;BELANJA PEGAWAI ;25425000;
2.04.1.17.01.143.002.5.2.1.01 ;Honorarium PNS ;16425000;
2.04.1.17.01.143.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;16425000;Honorarium Panitia Pelaksana Kegiatan 16425000
2.04.1.17.01.143.002.5.2.1.02 ;Honorarium Non PNS ;9000000;
2.04.1.17.01.143.002.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;9000000;Honorarium Panitia Pelaksana Kegiatan 9000000
2.04.1.17.01.143.002.5.2.2 ;BELANJA BARANG DAN JASA ;1009095350;
2.04.1.17.01.143.002.5.2.2.03 ;Belanja Jasa Kantor ;97000000;
2.04.1.17.01.143.002.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;1500000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 1500000
2.04.1.17.01.143.002.5.2.2.03.17 ;Belanja Iuran ;95500000;Belanja Iuran 95500000Iuran Java Promo 60000000Iuran Tourism Promotion Organitation 35500000
2.04.1.17.01.143.002.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;4780350;
2.04.1.17.01.143.002.5.2.2.06.01 ;Belanja Cetak ;3750000;Belanja Cetak 3750000
2.04.1.17.01.143.002.5.2.2.06.02 ;Belanja Penggandaan ;910350;Belanja Penggandaan 910350
2.04.1.17.01.143.002.5.2.2.06.03 ;Belanja Cetak Foto ;120000;Belanja Cetak Foto 120000
2.04.1.17.01.143.002.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;40900000;
2.04.1.17.01.143.002.5.2.2.10.06 ;Belanja Sewa Pakaian Adat/Tradisional ;36900000;Belanja Sewa Pakaian Adat/Tradisional 36900000
2.04.1.17.01.143.002.5.2.2.10.09 ;Belanja Sewa Perlengkapan/Peralatan ;4000000;Belanja Sewa Perlengkapan/Peralatan 4000000
2.04.1.17.01.143.002.5.2.2.11 ;Belanja Makanan Dan Minuman ;174600000;
2.04.1.17.01.143.002.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;31200000;Belanja Makanan Dan Minuman Rapat 31200000
2.04.1.17.01.143.002.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;143400000;Belanja Makanan Dan Minuman Tamu 143400000
2.04.1.17.01.143.002.5.2.2.15 ;Belanja Perjalanan Dinas ;646615000;
2.04.1.17.01.143.002.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;8875000;Belanja Perjalanan Dinas Dalam Daerah 8875000
2.04.1.17.01.143.002.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;637740000;Belanja Perjalanan Dinas Luar Daerah 637740000
2.04.1.17.01.143.002.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;45200000;
2.04.1.17.01.143.002.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli ;24000000;Belanja Jasa Tenaga Ahli 24000000
2.04.1.17.01.143.002.5.2.2.31.03 ;Belanja Jasa Narasumber ;17600000;Belanja Jasa Narasumber 17600000
2.04.1.17.01.143.002.5.2.2.31.04 ;Belanja Jasa Moderator ;3600000;Belanja Jasa Moderator 3600000
2.04.1.17.01.144 ;Program Pembinaan dan Pengembangan Pariwisata ;1114508950;
2.04.1.17.01.144.001 ;Pembinaan Pengembangan Usaha Jasa Pariwisata ;468258950;
2.04.1.17.01.144.001.5.2.1 ;BELANJA PEGAWAI ;44075000;
2.04.1.17.01.144.001.5.2.1.01 ;Honorarium PNS ;39425000;
2.04.1.17.01.144.001.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;38725000;Honorarium Panitia Pelaksana Kegiatan 38725000
2.04.1.17.01.144.001.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;700000;Honorarium Tim Pengadaan Barang dan Jasa 700000
2.04.1.17.01.144.001.5.2.1.02 ;Honorarium Non PNS ;4650000;
2.04.1.17.01.144.001.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;4650000;Honorarium Panitia Pelaksana Kegiatan 4650000
2.04.1.17.01.144.001.5.2.2 ;BELANJA BARANG DAN JASA ;424183950;
2.04.1.17.01.144.001.5.2.2.01 ;Belanja Bahan Pakai Habis ;3800000;
2.04.1.17.01.144.001.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;3800000;Belanja  Alat Tulis Kantor 3800000
2.04.1.17.01.144.001.5.2.2.03 ;Belanja Jasa Kantor ;59750000;
2.04.1.17.01.144.001.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;11250000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 11250000
2.04.1.17.01.144.001.5.2.2.03.26 ;Belanja Jasa Survey ;48500000;Belanja Jasa Survey 48500000
2.04.1.17.01.144.001.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;9213950;
2.04.1.17.01.144.001.5.2.2.06.01 ;Belanja Cetak ;1100000;Belanja Cetak 1100000
2.04.1.17.01.144.001.5.2.2.06.02 ;Belanja Penggandaan ;7699950;Belanja Penggandaan 7699950
2.04.1.17.01.144.001.5.2.2.06.03 ;Belanja Cetak Foto ;414000;Belanja Cetak Foto 414000
2.04.1.17.01.144.001.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;6000000;
2.04.1.17.01.144.001.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;6000000;Belanja Sewa Sarana Mobilitas Darat 6000000
2.04.1.17.01.144.001.5.2.2.11 ;Belanja Makanan Dan Minuman ;74420000;
2.04.1.17.01.144.001.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;17420000;Belanja Makanan Dan Minuman Rapat 17420000
2.04.1.17.01.144.001.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;57000000;Belanja Makanan Dan Minuman Tamu 57000000
2.04.1.17.01.144.001.5.2.2.13 ;Belanja Pakaian Kerja ;4500000;
2.04.1.17.01.144.001.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;4500000;Belanja Pakaian Kerja Lapangan 4500000
2.04.1.17.01.144.001.5.2.2.15 ;Belanja Perjalanan Dinas ;92100000;
2.04.1.17.01.144.001.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;11000000;Belanja Perjalanan Dinas Dalam Daerah 11000000
2.04.1.17.01.144.001.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;81100000;Belanja Perjalanan Dinas Luar Daerah 81100000
2.04.1.17.01.144.001.5.2.2.21 ;Belanja Jasa Konsultansi ;85000000;
2.04.1.17.01.144.001.5.2.2.21.01 ;Belanja Jasa Konsultansi Penelitian ;85000000;Belanja Jasa Konsultansi Penelitian 85000000
2.04.1.17.01.144.001.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;89400000;
2.04.1.17.01.144.001.5.2.2.31.03 ;Belanja Jasa Narasumber ;88500000;Belanja Jasa Narasumber 88500000
2.04.1.17.01.144.001.5.2.2.31.04 ;Belanja Jasa Moderator ;900000;Belanja Jasa Moderator 900000
2.04.1.17.01.144.002 ;Pembinaan SDM Pelaku Pariwisata ;646250000;
2.04.1.17.01.144.002.5.2.1 ;BELANJA PEGAWAI ;66100000;
2.04.1.17.01.144.002.5.2.1.01 ;Honorarium PNS ;36000000;
2.04.1.17.01.144.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;35650000;Honorarium Panitia Pelaksana Kegiatan 35650000
2.04.1.17.01.144.002.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;350000;Honorarium Tim Pengadaan Barang dan Jasa 350000
2.04.1.17.01.144.002.5.2.1.02 ;Honorarium Non PNS ;30100000;
2.04.1.17.01.144.002.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;30100000;Honorarium Panitia Pelaksana Kegiatan 30100000
2.04.1.17.01.144.002.5.2.2 ;BELANJA BARANG DAN JASA ;580150000;
2.04.1.17.01.144.002.5.2.2.01 ;Belanja Bahan Pakai Habis ;2475000;
2.04.1.17.01.144.002.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;2475000;Belanja  Alat Tulis Kantor 2475000
2.04.1.17.01.144.002.5.2.2.03 ;Belanja Jasa Kantor ;192625000;
2.04.1.17.01.144.002.5.2.2.03.08 ;Belanja Sertifikasi ;50000000;Belanja Sertifikasi 50000000Sertifikasi Kompetensi Pramuwisata 50000000
2.04.1.17.01.144.002.5.2.2.03.11 ;Belanja Jasa Media Massa ;132000000;Belanja Jasa Media Massa 132000000
2.04.1.17.01.144.002.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;10625000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 10625000
2.04.1.17.01.144.002.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;14875000;
2.04.1.17.01.144.002.5.2.2.06.01 ;Belanja Cetak ;1450000;Belanja Cetak 1450000
2.04.1.17.01.144.002.5.2.2.06.02 ;Belanja Penggandaan ;13200000;Belanja Penggandaan 13200000
2.04.1.17.01.144.002.5.2.2.06.03 ;Belanja Cetak Foto ;225000;Belanja Cetak Foto 225000
2.04.1.17.01.144.002.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;24000000;
2.04.1.17.01.144.002.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;24000000;Belanja Sewa Sarana Mobilitas Darat 24000000
2.04.1.17.01.144.002.5.2.2.11 ;Belanja Makanan Dan Minuman ;71825000;
2.04.1.17.01.144.002.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;12200000;Belanja Makanan Dan Minuman Rapat 12200000
2.04.1.17.01.144.002.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;59625000;Belanja Makanan Dan Minuman Tamu 59625000
2.04.1.17.01.144.002.5.2.2.13 ;Belanja Pakaian Kerja ;18750000;
2.04.1.17.01.144.002.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;18750000;Belanja Pakaian Kerja Lapangan 18750000
2.04.1.17.01.144.002.5.2.2.15 ;Belanja Perjalanan Dinas ;224500000;
2.04.1.17.01.144.002.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;14600000;Belanja Perjalanan Dinas Dalam Daerah 14600000
2.04.1.17.01.144.002.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;209900000;Belanja Perjalanan Dinas Luar Daerah 209900000
2.04.1.17.01.144.002.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;31100000;
2.04.1.17.01.144.002.5.2.2.31.02 ;Belanja Jasa Instruktur ;16200000;Belanja Jasa Instruktur 16200000
2.04.1.17.01.144.002.5.2.2.31.03 ;Belanja Jasa Narasumber ;12800000;Belanja Jasa Narasumber 12800000
2.04.1.17.01.144.002.5.2.2.31.04 ;Belanja Jasa Moderator ;2100000;Belanja Jasa Moderator 2100000
2.04.1.17.01.145 ;Program Pengembangan Destinasi Pariwisata ;10220256952;
2.04.1.17.01.145.001 ;Pengembangan Obyek dan Daya Tarik Pariwisata ;823467000;
2.04.1.17.01.145.001.5.2.1 ;BELANJA PEGAWAI ;106575000;
2.04.1.17.01.145.001.5.2.1.01 ;Honorarium PNS ;87475000;
2.04.1.17.01.145.001.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;85375000;Honorarium Panitia Pelaksana Kegiatan 85375000
2.04.1.17.01.145.001.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;2100000;Honorarium Tim Pengadaan Barang dan Jasa 2100000
2.04.1.17.01.145.001.5.2.1.02 ;Honorarium Non PNS ;19100000;
2.04.1.17.01.145.001.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;19100000;Honorarium Panitia Pelaksana Kegiatan 19100000
2.04.1.17.01.145.001.5.2.2 ;BELANJA BARANG DAN JASA ;716892000;
2.04.1.17.01.145.001.5.2.2.02 ;Belanja Bahan/Material ;2475000;
2.04.1.17.01.145.001.5.2.2.02.07 ;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ;2475000;Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 2475000
2.04.1.17.01.145.001.5.2.2.03 ;Belanja Jasa Kantor ;7800000;
2.04.1.17.01.145.001.5.2.2.03.11 ;Belanja Jasa Media Massa ;2000000;Belanja Jasa Media Massa 2000000
2.04.1.17.01.145.001.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;5800000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 5800000
2.04.1.17.01.145.001.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;137678000;
2.04.1.17.01.145.001.5.2.2.06.01 ;Belanja Cetak ;134585000;Belanja Cetak 134585000
2.04.1.17.01.145.001.5.2.2.06.02 ;Belanja Penggandaan ;2343000;Belanja Penggandaan 2343000
2.04.1.17.01.145.001.5.2.2.06.03 ;Belanja Cetak Foto ;750000;Belanja Cetak Foto 750000
2.04.1.17.01.145.001.5.2.2.07 ;Belanja Sewa Rumah/Gedung/Gudang/Parkir ;9750000;
2.04.1.17.01.145.001.5.2.2.07.02 ;Belanja Sewa Gedung/Kantor/Tempat ;9750000;Belanja Sewa Gedung/Kantor/Tempat 9750000
2.04.1.17.01.145.001.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;25200000;
2.04.1.17.01.145.001.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;25200000;Belanja Sewa Sarana Mobilitas Darat 25200000
2.04.1.17.01.145.001.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;88789000;
2.04.1.17.01.145.001.5.2.2.10.01 ;Belanja Sewa Meja Kursi ;1489000;Belanja Sewa Meja Kursi 1489000
2.04.1.17.01.145.001.5.2.2.10.04 ;Belanja Sewa Generator ;5500000;Belanja Sewa Generator 5500000
2.04.1.17.01.145.001.5.2.2.10.05 ;Belanja Sewa Tenda ;6800000;Belanja Sewa Tenda 6800000
2.04.1.17.01.145.001.5.2.2.10.06 ;Belanja Sewa Pakaian Adat/Tradisional ;36000000;Belanja Sewa Pakaian Adat/Tradisional 36000000
2.04.1.17.01.145.001.5.2.2.10.09 ;Belanja Sewa Perlengkapan/Peralatan ;39000000;Belanja Sewa Perlengkapan/Peralatan 39000000
2.04.1.17.01.145.001.5.2.2.11 ;Belanja Makanan Dan Minuman ;43800000;
2.04.1.17.01.145.001.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;10200000;Belanja Makanan Dan Minuman Rapat 10200000
2.04.1.17.01.145.001.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;33600000;Belanja Makanan Dan Minuman Tamu 33600000
2.04.1.17.01.145.001.5.2.2.13 ;Belanja Pakaian Kerja ;26500000;
2.04.1.17.01.145.001.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;26500000;Belanja Pakaian Kerja Lapangan 26500000
2.04.1.17.01.145.001.5.2.2.15 ;Belanja Perjalanan Dinas ;272300000;
2.04.1.17.01.145.001.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;9800000;Belanja Perjalanan Dinas Dalam Daerah 9800000
2.04.1.17.01.145.001.5.2.2.15.02 ;Belanja Perjalanan Dinas Luar Daerah ;262500000;Belanja Perjalanan Dinas Luar Daerah 262500000
2.04.1.17.01.145.001.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;87600000;
2.04.1.17.01.145.001.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli ;78300000;Belanja Jasa Tenaga Ahli 78300000
2.04.1.17.01.145.001.5.2.2.31.03 ;Belanja Jasa Narasumber ;6300000;Belanja Jasa Narasumber 6300000
2.04.1.17.01.145.001.5.2.2.31.04 ;Belanja Jasa Moderator ;3000000;Belanja Jasa Moderator 3000000
2.04.1.17.01.145.001.5.2.2.32 ;Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ;15000000;
2.04.1.17.01.145.001.5.2.2.32.02 ;Belanja Uang Untuk Diberikan Kepada Masyarakat ;15000000;Belanja Uang Untuk Diberikan Kepada Masyarakat 15000000Juara Kampung Wisata 15000000
2.04.1.17.01.145.002 ;Pembinaan dan Pengembangan Atraksi Wisata ;2783877425;
2.04.1.17.01.145.002.5.2.1 ;BELANJA PEGAWAI ;146860000;
2.04.1.17.01.145.002.5.2.1.01 ;Honorarium PNS ;101160000;
2.04.1.17.01.145.002.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;99000000;Honorarium Panitia Pelaksana Kegiatan 99000000
2.04.1.17.01.145.002.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;2160000;Honorarium Tim Pengadaan Barang dan Jasa 2160000
2.04.1.17.01.145.002.5.2.1.02 ;Honorarium Non PNS ;45700000;
2.04.1.17.01.145.002.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;45700000;Honorarium Panitia Pelaksana Kegiatan 45700000
2.04.1.17.01.145.002.5.2.2 ;BELANJA BARANG DAN JASA ;2637017425;
2.04.1.17.01.145.002.5.2.2.01 ;Belanja Bahan Pakai Habis ;2637425;
2.04.1.17.01.145.002.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;1026925;Belanja  Alat Tulis Kantor 1026925
2.04.1.17.01.145.002.5.2.2.01.05 ;Belanja Peralatan Kebersihan Dan Bahan Pembersih ;1610500;Belanja Peralatan Kebersihan Dan Bahan Pembersih 1610500
2.04.1.17.01.145.002.5.2.2.02 ;Belanja Bahan/Material ;6000000;
2.04.1.17.01.145.002.5.2.2.02.08 ;Belanja Hadiah/Trophy ;6000000;Belanja Hadiah/Trophy 6000000Hadiah PMPS 6000000
2.04.1.17.01.145.002.5.2.2.03 ;Belanja Jasa Kantor ;173230000;
2.04.1.17.01.145.002.5.2.2.03.11 ;Belanja Jasa Media Massa ;39750000;Belanja Jasa Media Massa 39750000
2.04.1.17.01.145.002.5.2.2.03.13 ;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film ;133480000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 133480000
2.04.1.17.01.145.002.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;88250000;
2.04.1.17.01.145.002.5.2.2.06.01 ;Belanja Cetak ;79250000;Belanja Cetak 79250000
2.04.1.17.01.145.002.5.2.2.06.02 ;Belanja Penggandaan ;9000000;Belanja Penggandaan 9000000
2.04.1.17.01.145.002.5.2.2.07 ;Belanja Sewa Rumah/Gedung/Gudang/Parkir ;42000000;
2.04.1.17.01.145.002.5.2.2.07.02 ;Belanja Sewa Gedung/Kantor/Tempat ;42000000;Belanja Sewa Gedung/Kantor/Tempat 42000000
2.04.1.17.01.145.002.5.2.2.08 ;Belanja Sewa Sarana Mobilitas ;21500000;
2.04.1.17.01.145.002.5.2.2.08.01 ;Belanja Sewa Sarana Mobilitas Darat ;21500000;Belanja Sewa Sarana Mobilitas Darat 21500000
2.04.1.17.01.145.002.5.2.2.10 ;Belanja Sewa Perlengkapan dan Peralatan Kantor ;937300000;
2.04.1.17.01.145.002.5.2.2.10.01 ;Belanja Sewa Meja Kursi ;13200000;Belanja Sewa Meja Kursi 13200000
2.04.1.17.01.145.002.5.2.2.10.04 ;Belanja Sewa Generator ;49500000;Belanja Sewa Generator 49500000
2.04.1.17.01.145.002.5.2.2.10.05 ;Belanja Sewa Tenda ;43600000;Belanja Sewa Tenda 43600000
2.04.1.17.01.145.002.5.2.2.10.09 ;Belanja Sewa Perlengkapan/Peralatan ;831000000;Belanja Sewa Perlengkapan/Peralatan 831000000
2.04.1.17.01.145.002.5.2.2.11 ;Belanja Makanan Dan Minuman ;247800000;
2.04.1.17.01.145.002.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;23400000;Belanja Makanan Dan Minuman Rapat 23400000
2.04.1.17.01.145.002.5.2.2.11.03 ;Belanja Makanan Dan Minuman Tamu ;224400000;Belanja Makanan Dan Minuman Tamu 224400000
2.04.1.17.01.145.002.5.2.2.13 ;Belanja Pakaian Kerja ;32500000;
2.04.1.17.01.145.002.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;32500000;Belanja Pakaian Kerja Lapangan 32500000
2.04.1.17.01.145.002.5.2.2.15 ;Belanja Perjalanan Dinas ;5000000;
2.04.1.17.01.145.002.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;5000000;Belanja Perjalanan Dinas Dalam Daerah 5000000
2.04.1.17.01.145.002.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;1032550000;
2.04.1.17.01.145.002.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli ;1004750000;Belanja Jasa Tenaga Ahli 1004750000
2.04.1.17.01.145.002.5.2.2.31.03 ;Belanja Jasa Narasumber ;3200000;Belanja Jasa Narasumber 3200000
2.04.1.17.01.145.002.5.2.2.31.04 ;Belanja Jasa Moderator ;24600000;Belanja Jasa Moderator 24600000
2.04.1.17.01.145.002.5.2.2.32 ;Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ;48250000;
2.04.1.17.01.145.002.5.2.2.32.02 ;Belanja Uang Untuk Diberikan Kepada Masyarakat ;48250000;Belanja Uang Untuk Diberikan Kepada Masyarakat 48250000Potensi Wilayah di Panggung Kesenian PMPS 16500000Parade Kethoprak di Panggung Kesenian PMPS 22000000Parade Musik di Panggung Kesenian PMPS 9750000
2.04.1.17.01.145.003 ;Pengembangan dan Penataan Kawasan Malioboro ;6612912527;
2.04.1.17.01.145.003.5.2.1 ;BELANJA PEGAWAI ;379744000;
2.04.1.17.01.145.003.5.2.1.01 ;Honorarium PNS ;145725000;
2.04.1.17.01.145.003.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;143950000;Honorarium Panitia Pelaksana Kegiatan 143950000
2.04.1.17.01.145.003.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;1775000;Honorarium Tim Pengadaan Barang dan Jasa 1775000
2.04.1.17.01.145.003.5.2.1.02 ;Honorarium Non PNS ;98800000;
2.04.1.17.01.145.003.5.2.1.02.01 ;Honorarium Panitia Pelaksana Kegiatan ;87800000;Honorarium Panitia Pelaksana Kegiatan 87800000
2.04.1.17.01.145.003.5.2.1.02.03 ;Honorarium Pelaksana Kegiatan ;11000000;Honorarium Pelaksana Kegiatan 11000000
2.04.1.17.01.145.003.5.2.1.03 ;Uang Lembur ;64344000;
2.04.1.17.01.145.003.5.2.1.03.01 ;Uang Lembur PNS ;57240000;Uang Lembur PNS 57240000
2.04.1.17.01.145.003.5.2.1.03.02 ;Uang Lembur Non PNS ;7104000;Uang Lembur Non PNS 7104000
2.04.1.17.01.145.003.5.2.1.06 ;Uang Piket ;70875000;
2.04.1.17.01.145.003.5.2.1.06.02 ;Uang Piket Non PNS ;70875000;Uang Piket Non PNS 70875000
2.04.1.17.01.145.003.5.2.2 ;BELANJA BARANG DAN JASA ;6219588527;
