"Judul","Penjabaran Anggaran Pendapatan dan Belanja Daerah",,
"Daerah","Propinsi Daerah Istimewa Yogyakarta",,
"Tahun",2014,,
"Kode Organisasi",0,,
"Nama Organisasi","Propinsi Daerah Istimewa Yogyakarta",,
"Kolom",4,,
"Kode Rekening","Uraian","Jumlah","Keterangan"
1,"Pendapatan",3100197642855,
"1.1","Pendapatan Asli Daerah",1233738561833,
"1.1.1","Pajak Daerah",1098908544000,
"1.1.2","Hasil Retribusi Daerah",36670321618,
"1.1.3","Hasil Pengelolaan Kekayaan Daerah yang Dipisahkan",45505543305,
"1.1.4","Lain-lain Pendapatan Asli Daerah yang Sah",52654152910,
2,"Dana Perimbangan",1038621026022,
"2.1","Dana Bagi Hasil Pajak/ Bagi Hasil Bukan Pajak",101565866022,
"2.2","Dana Alokasi Umum",899923550000,
"2.3","Dana Alokasi Khusus",37131610000,
"1.3","Lain-lain Pendapatan Daerah yang Sah",827838055000,
"1.3.1","Pendapatan Hibah",9176500000,
"1.3.2","Dana Darurat",0,
"1.3.3","Dana Bagi Hasil Pajak dari Propinsi dan Pemerintah Daerah Lainnya",0,
"1.3.4","Dana Penyesuaian dan Otonomi Khusus",818661555000,
"1.3.5","Bantuan Keuangan dari Propinsi atau Pemerintah Daerah Lainnya",0,
2,"Belanja",3330069349990,
"2.1","Belanja Tidak Langsung",1547087119162,
"2.1.1","Belanja Pegawai",525443855620,
"2.1.2","Belanja Bunga",0,
"2.1.3","Belanja Subsidi",0,
"2.1.4","Belanja Hibah",488152850980,
"2.1.5","Belanja Bantuan Sosial",14631602000,
"2.1.6","Belanja Bagi Hasil kepada Propinsi/Kab/Kota dan Pemdes",378007606000,
"2.1.7","Belanja Bantuan Keuangan kepada Propinsi/Kab/Kota dan Pemdes",130851204562,
"2.1.8","Belanja Tidak Terduga",10000000000,
"2.2","Belanja Langsung",1782982230828,
"2.2.1","Belanja Pegawai",96354895896,
"2.2.2","Belanja Barang dan Jasa",1287507707310,
"2.2.3","Belanja Modal",399199627622,
3,"Pembiayaan",229871707135,
"3.1","Penerimaan Pembiayaan Daerah",280821707135,
"3.1.1","Sisa Lebih Perhitungan Anggaran Daerah Tahun Sebelumnya (SILPA)",280821707135,
"3.1.2","Pencairan Dana Cadangan",0,
"3.1.3","Hasil Penjualan Kekayaan Daerah yang Dipisahkan",0,
"3.1.4","Penerimaan Pinjaman Daerah",0,
"3.1.5","Penerimaan Kembali Pemberian Pinjaman",0,
"3.1.6","Penerimaan Piutang Daerah",0,
"3.1.7","Penerimaan Kembali Investasi Dana Bergulir",0,
"3.1.8","Penerimaan dari Biaya Penyusutan Kendaraan",0,
"3.2","Pengeluaran Pembiayaan Daerah",50950000000,
"3.2.1","Pembentukan Dana Cadangan",0,
"3.2.2","Penyertaan Modal (Investasi) Pemerintah Daerah",50950000000,
"3.2.3","Pembayaran Pokok Hutang",0,
"3.2.4","Pemberian Pinjaman Daerah",0,
"3.2.5","Penyelesaian Kegiatan DPA-L",0,
"3.2.6","Pembayaran Kewajiban Tahun Lalu yang Belum Terselesaikan",0,
