"Judul","Realisasi Anggaran Pendapatan Belanja Daerah",,,,,
"Daerah","Kabupaten Sleman",,,,,
"Tahun",2015,,,,,
"Kode Organisasi","Dinas Pertanian Perikanan dan Kehutanan",,,,,
"Nama Organisasi","1.21.01.00",,,,,
"Kolom",7,,,,,
"No. Rekening","Uraian","Sebelum","Sesudah","Angka","Prosentase","Keterangan"
1,"URUSAN WAJIB",448700000,418900000,-29800000,"(6.64)",
"1.21","Ketahanan Pangan",448700000,418900000,-29800000,"(6.64)",
"1.21.1.21.01.00.00.001.4","Pendapatan",448700000,418900000,-29800000,"(6.64)","Perda 2 thn 2012 Retribusi Pelayanan Pasar. Perda 7 Thn 2012 ttg Retr. Rumah Potong Hewan. Perda 10 thn 2012 ttg Retr. Penjualan Produk Usaha Daerah. Perda No.5 Tahun 2012 Tentang Retribusi Pemakaian Kekayaan Daerah."
"1.21.1.21.01.00.00.001.4.1","Pendapatan Asli Daerah",448700000,418900000,-29800000,"(6.64)",
"1.21.1.21.01.00.00.001.4.1.2","Retribusi Daerah",448700000,418900000,-29800000,"(6.64)",
,"Jumlah Pendapatan",448700000,418900000,-29800000,"(6.64)",
"1.21.1.21.01.00.00.002.5","BELANJA DAERAH",52472240100,70199608575,17727368475,"33.78",
2,"URUSAN PILIHAN",23822454000,23822454000,"0,00","0.00",
"2.01","Pertanian",23822454000,23822454000,"0,00","0.00",
"2.01.1.21.01.00.00.002.5.1","Belanja Tidak Langsung",23822454000,23822454000,"0,00","0.00","Peraturan Pemerintah Nomor 30 Tahun 2015 Tentang Perubahan Ketujuh Belas atas Peraturan Pemerintah Nomor 7 Tahun 1977 Tentang Peraturan Gaji PNS."
"2.01.1.21.01.00.00.002.5.1.1","Belanja Pegawai",23822454000,23822454000,"0,00","0.00",
"2.01.1.21.01.00.00.002.5.2","Belanja Langsung",28649786100,46377154575,17727368475,"61.88",
1,"URUSAN WAJIB",7838217250,7915740625,77523375,"0.99",
"1.21","Ketahanan Pangan",6584803750,6763324125,178520375,"2.71",
"1.21.1.21.01.00.01","Program Pelayanan Administrasi Perkantoran",1477860000,1569528000,91668000,"6.20",
"1.21.1.21.01.00.02","Program peningkatan sarana dan prasarana aparatur",1756359500,1756359500,"0,00","0.00",
"1.21.1.21.01.00.05","Program Peningkatan Kapasitas Sumber Daya Aparatur",157629500,157629500,"0,00","0.00",
"1.21.1.21.01.00.06","Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan",333481500,333481500,"0,00","0.00",
"1.21.1.21.01.00.15","Program Peningkatan Ketahanan Pangan Program Peningkatan Ketahanan Panganpertanian/perkebunan",2859473250,2946325625,86852375,"3.04",
"1.21.1.21.01.00.15.001","Penanganan daerah rawan pangan",77487500,77487500,"0,00","0.00",
"1.21.1.21.01.00.15.003","Analisis dan penyusunan pola konsumsi dan suplai pangan",64681500,64681500,"0,00","0.00",
"1.21.1.21.01.00.15.009","Pemanfaatan pekarangan untuk pengembangan pangan",141881500,141881500,"0,00","0.00",
"1.21.1.21.01.00.15.010","Pemantauan dan analisis akses pangan masyarakat",18484000,18484000,"0,00","0.00",
"1.21.1.21.01.00.15.012","Penanganan pasca panen dan pengolahan hasil pertanian",109902500,109902500,"0,00","0.00",
"1.21.1.21.01.00.15.013","Pengembangan cadangan pangan daerah",240136000,240136000,"0,00","0.00",
"1.21.1.21.01.00.15.014","Pengembangan desa mandiri pangan",35794500,35794500,"0,00","0.00",
"1.21.1.21.01.00.15.018","Pengembangan lumbung pangan desa",55502500,55502500,"0,00","0.00",
"1.21.1.21.01.00.15.019","Pengembangan model distribusi pangan yang efisien",39452000,39452000,"0,00","0.00",
"1.21.1.21.01.00.15.020","Pengembangan perbenihan/perbibitan",63916000,63916000,"0,00","0.00",
"1.21.1.21.01.00.15.021","Pengembangan sistem informasi pasar",11373000,23152000,11779000,"103.57",
"1.21.1.21.01.00.15.022","Peningkatan mutu dan keamanan pangan",91110000,135224875,44114875,"48.42",
"1.21.1.21.01.00.15.029","Peningkatan produksi, produktivitas dan mutu produk perkebunan, produk pertanian",1274031250,1274031250,"0,00","0.00",
"1.21.1.21.01.00.15.030","Penyuluhan sumber pangan alternatif",46982000,46982000,"0,00","0.00",
"1.21.1.21.01.00.15.033","Kajian keamanan pangan",72467500,72467500,"0,00","0.00",
"1.21.1.21.01.00.15.034","Peningkatan produksi produktivitas dan mutu produk peternakan",24287500,24287500,"0,00","0.00",
"1.21.1.21.01.00.15.035","Peningkatan produksi, produktivitas dan mutu produk pertanian tanaman hortikultura",282069000,313027500,30958500,"10.98",
"1.21.1.21.01.00.15.036","Pemantauan, pengawasan peredaran penggunaan pupuk dan pestisida",92382000,92382000,"0,00","0.00",
"1.21.1.21.01.00.15.037","Peninngkatan ketahanan pangan",117533000,117533000,"0,00","0.00",
"1.06","Perencanaan Pembangunan",68914000,68914000,"0,00","0.00",
"1.06.1.21.01.00.21","Program perencanaan pembangunan daerah",68914000,68914000,"0,00","0.00",
