Judul,Penjabaran Anggaran Pendapatan dan Belanja,,
Daerah,Kabupaten Sleman,,
Tahun,2016,,
Kode Organisasi,1.06.01.00,,
Nama Organisasi,Dinas Pendidikan Pemuda dan Olahraga,,
Kolom,4,,
Kode Rekening,URAIAN,JUMLAH,Keterangan
1.18.1.01.06.00.15.005.5.2.2,Belanja Barang Dan Jasa,151325000,
1.18.1.01.06.00.16,Program peningkatan peran serta kepemudaan,259161950,
1.18.1.01.06.00.16.001,Pembinaan Organisasi kepemudaan,90181250,
1.18.1.01.06.00.16.001.5.2.1,Belanja Pegawai,38036250,
1.18.1.01.06.00.16.001.5.2.2,Belanja Barang Dan Jasa,52145000,
1.18.1.01.06.00.16.002,Pendidikan dan pelatihan dasar kepemimpinan,47229950,
1.18.1.01.06.00.16.002.5.2.1,Belanja Pegawai,1849500,
1.18.1.01.06.00.16.002.5.2.2,Belanja Barang Dan Jasa,45380450,
1.18.1.01.06.00.16.012,Penyelenggaraan aksi bhakti sosial kepemudaan,121750750,
1.18.1.01.06.00.16.012.5.2.1,Belanja Pegawai,7312500,
1.18.1.01.06.00.16.012.5.2.2,Belanja Barang Dan Jasa,114438250,
1.18.1.01.06.00.17,Program peningkatan upaya penumbuhan kewirausahaan dan kecakapan hidup pemuda,75727500,
1.18.1.01.06.00.17.001,Pelatihan kewirausahaan bagi pemuda,75727500,
1.18.1.01.06.00.17.001.5.2.1,Belanja Pegawai,1035000,
1.18.1.01.06.00.17.001.5.2.2,Belanja Barang Dan Jasa,74692500,
1.18.1.01.06.00.18,Program upaya pencegahan penyalahgunaan narkoba,212396500,
1.18.1.01.06.00.18.001,Pemberian penyuluhan tentang bahaya narkoba bagi pemuda,26956000,
1.18.1.01.06.00.18.001.5.2.1,Belanja Pegawai,2160000,
1.18.1.01.06.00.18.001.5.2.2,Belanja Barang Dan Jasa,24796000,
1.18.1.01.06.00.18.002,Pemberian penyuluhan tentang bahaya narkoba bagi Siswa,185440500,
1.18.1.01.06.00.18.002.5.2.1,Belanja Pegawai,7452000,
1.18.1.01.06.00.18.002.5.2.2,Belanja Barang Dan Jasa,177988500,
1.18.1.01.06.00.19,Program Pengembangan Kebijakan dan Manajemen Olahraga,77096900,
1.18.1.01.06.00.19.005,Pembinaan manajemen organisasi olahraga,57416700,
1.18.1.01.06.00.19.005.5.2.1,Belanja Pegawai,12276000,
1.18.1.01.06.00.19.005.5.2.2,Belanja Barang Dan Jasa,45140700,
1.18.1.01.06.00.19.011,Pendataan Potensi Keolahragaan,19680200,
1.18.1.01.06.00.19.011.5.2.1,Belanja Pegawai,8208000,
1.18.1.01.06.00.19.011.5.2.2,Belanja Barang Dan Jasa,11472200,
1.18.1.01.06.00.20,Program Pembinaan dan Pemasyarakatan Olahraga,1357357400,
1.18.1.01.06.00.20.003,Pembibitan dan pembinaan olahragawan berbakat,40598900,
1.18.1.01.06.00.20.003.5.2.1,Belanja Pegawai,6061500,
1.18.1.01.06.00.20.003.5.2.2,Belanja Barang Dan Jasa,34537400,
1.18.1.01.06.00.20.006,Penyelenggaraan kompetisi olahraga,662532000,
1.18.1.01.06.00.20.006.5.2.1,Belanja Pegawai,53082000,
1.18.1.01.06.00.20.006.5.2.2,Belanja Barang Dan Jasa,609450000,
1.18.1.01.06.00.20.013,"Peningkatan jumlah kualitas serta kompetensi pelatih, peneliti, praktisi dan teknisi olahraga",91772000,
1.18.1.01.06.00.20.013.5.2.1,Belanja Pegawai,5967000,
1.18.1.01.06.00.20.013.5.2.2,Belanja Barang Dan Jasa,85805000,
1.18.1.01.06.00.20.014,Pembinaan olahraga yang berkembang di masyarakat,32911500,
1.18.1.01.06.00.20.014.5.2.1,Belanja Pegawai,481500,
1.18.1.01.06.00.20.014.5.2.2,Belanja Barang Dan Jasa,32430000,
1.18.1.01.06.00.20.022,Pembinaan Kelas Olah Raga,529543000,
1.18.1.01.06.00.20.022.5.2.1,Belanja Pegawai,35379000,
1.18.1.01.06.00.20.022.5.2.2,Belanja Barang Dan Jasa,494164000,
1.20,"Otonomi Daerah, Pemerintahan Umum, Administrasi Keuangan Daerah",599594400,
1.20.1.01.06.00.17,Program peningkatan dan Pengembangan pengelolaan keuangan dan kekayaan daerah,444445000,
1.20.1.01.06.00.17.017,Peningkatan manajemen investasi daerah,370661000,
1.20.1.01.06.00.17.017.5.2.1,Belanja Pegawai,99414000,
1.20.1.01.06.00.17.017.5.2.2,Belanja Barang Dan Jasa,221247000,
1.20.1.01.06.00.17.017.5.2.3,Belanja Modal,50000000,
1.20.1.01.06.00.17.070,Penyusunan laporan pertanggungjawaban keuangan,73784000,
1.20.1.01.06.00.17.070.5.2.1,Belanja Pegawai,20844000,
1.20.1.01.06.00.17.070.5.2.2,Belanja Barang Dan Jasa,52940000,
1.20.1.01.06.00.20,Program peningkatan sistem pengawasan internal dan pengendalian pelaksanaan kebijakan KDH,18918000,
1.20.1.01.06.00.20.018,Penguatan pelaksanaan reformasi birokrasi,18918000,
1.20.1.01.06.00.20.018.5.2.1,Belanja Pegawai,3802500,
1.20.1.01.06.00.20.018.5.2.2,Belanja Barang Dan Jasa,15115500,
1.20.1.01.06.00.32,Program pengembangan kualitas kebijakan publik,136231400,
1.20.1.01.06.00.32.006,Kajian dan Monitoring Pemberian Bantuan kepada Organisasi Sosial Kemasyarakatan,136231400,
1.20.1.01.06.00.32.006.5.2.1,Belanja Pegawai,123916500,
1.20.1.01.06.00.32.006.5.2.2,Belanja Barang Dan Jasa,12314900,
1.24,Kearsipan,37154100,
1.24.1.01.06.00.16,Program penyelamatan dan pelestarian dokumen/arsip daerah,37154100,
1.24.1.01.06.00.16.006,Pengelolaan Dokumen SKPD,37154100,
1.24.1.01.06.00.16.006.5.2.1,Belanja Pegawai,34403250,
1.24.1.01.06.00.16.006.5.2.2,Belanja Barang Dan Jasa,2750850,
,Jumlah Belanja,844488091984.22,
